,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
15265,0.568,0.905,4,-4.96,0,0.377,0.3979999999999999,0.00113,0.0839,0.5329999999999999,117.885,5,182779,Rap
14584,0.883,0.544,2,-7.92,1,0.233,0.507,1.6e-06,0.08,0.114,129.993,4,276794,Rap
15185,0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.7879999999999999,135.018,4,304607,Rap
14439,0.779,0.767,11,-5.462000000000001,0,0.258,0.00214,0.0,0.102,0.523,91.981,4,154565,Rap
14766,0.905,0.659,1,-4.785,1,0.433,0.0583,0.0,0.0775,0.87,121.103,4,183760,Rap
14431,0.7170000000000001,0.753,7,-4.609,0,0.311,0.293,0.0,0.158,0.631,169.857,4,174012,Rap
15261,0.626,0.537,2,-7.343999999999999,1,0.0367,0.502,0.0835,0.111,0.259,95.948,4,239974,Rap
15736,0.725,0.5539999999999999,1,-10.66,1,0.0858,0.163,4.03e-06,0.489,0.231,120.08,4,233932,Rap
15530,0.768,0.622,8,-6.56,1,0.308,0.3429999999999999,2.21e-06,0.0789,0.603,152.119,4,192265,Rap
15027,0.809,0.772,4,-3.513,0,0.0709,0.0304,0.000847,0.166,0.318,152.07,4,221544,Rap
14739,0.7240000000000001,0.636,0,-8.476,1,0.205,0.0477,0.0,0.133,0.45,139.958,4,246862,Rap
14277,0.688,0.647,2,-7.257999999999999,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,4,164580,Rap
14720,0.7809999999999999,0.301,5,-14.638,0,0.297,0.327,0.0,0.183,0.389,135.029,4,191922,Rap
15201,0.782,0.713,0,-6.5760000000000005,0,0.0899,0.0619,0.00125,0.108,0.68,159.839,4,218947,Rap
14560,0.703,0.7090000000000001,9,-6.452000000000001,1,0.402,0.00908,0.0,0.127,0.569,140.998,4,163340,Rap
15178,0.301,0.6859999999999999,2,-8.36,1,0.0831,0.442,0.0001149999999999,0.121,0.276,79.036,3,291720,Rap
14703,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,4,208080,Rap
14395,0.64,0.8190000000000001,7,-4.1080000000000005,1,0.455,0.5329999999999999,0.0,0.156,0.623,166.012,4,234526,Rap
15179,0.716,0.485,1,-7.745,1,0.4039999999999999,0.123,2.69e-05,0.604,0.26,74.132,4,313787,Rap
15005,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,4,195681,Rap
14717,0.711,0.6709999999999999,8,-8.932,1,0.283,0.0403,1.46e-05,0.132,0.326,81.542,4,237808,Rap
15282,0.5479999999999999,0.7240000000000001,7,-6.681,0,0.275,0.39,0.0,0.469,0.481,110.066,4,516000,Rap
14301,0.7609999999999999,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,4,174730,Rap
15860,0.8140000000000001,0.509,8,-9.4,1,0.207,0.126,4.79e-06,0.111,0.4639999999999999,74.983,4,230400,Rap
14909,0.733,0.684,2,-4.748,1,0.177,0.142,0.0,0.179,0.437,142.04,4,165640,Rap
15222,0.616,0.818,10,-4.883,0,0.272,0.291,0.0,0.141,0.5589999999999999,98.274,4,201280,Rap
15739,0.888,0.503,8,-9.236,1,0.322,0.375,0.0,0.114,0.746,139.951,4,200073,Rap
14118,0.28,0.821,8,-2.864,0,0.111,0.1669999999999999,0.0,0.139,0.254,181.444,3,256163,Rap
15090,0.6940000000000001,0.6970000000000001,8,-7.372999999999999,0,0.0379,0.162,0.0,0.0821,0.379,89.96600000000001,4,178329,Rap
15189,0.755,0.884,10,-5.296,0,0.0638,0.0208,2.97e-06,0.248,0.897,121.927,4,231933,Rap
15625,0.728,0.584,10,-7.255,0,0.176,0.0524,0.0,0.0658,0.365,161.9,4,166852,Rap
14528,0.718,0.469,8,-11.092,1,0.179,0.0904,0.0,0.133,0.585,137.875,4,240048,Rap
15442,0.5529999999999999,0.8909999999999999,7,-3.388,1,0.505,0.0785,0.0,0.133,0.627,171.738,4,370133,Rap
14455,0.9,0.653,1,-6.962000000000001,0,0.289,0.0945,0.0,0.528,0.3989999999999999,112.503,4,145603,Rap
14405,0.812,0.522,2,-5.287000000000001,1,0.257,0.0433,0.0,0.154,0.38,75.524,4,142907,Rap
14789,0.794,0.59,6,-6.117999999999999,0,0.412,0.106,0.0,0.105,0.341,163.015,4,177175,Rap
14553,0.936,0.7040000000000001,5,-5.47,0,0.457,0.0632,0.0,0.104,0.5660000000000001,130.02200000000002,4,214376,Rap
15334,0.446,0.84,10,-4.539,0,0.313,0.5670000000000001,0.0,0.0967,0.433,150.686,4,323267,Rap
15268,0.482,0.7809999999999999,11,-5.334,1,0.411,0.629,2.87e-06,0.413,0.336,57.967,5,325840,Rap
14411,0.703,0.6609999999999999,6,-3.885,1,0.0539,0.0517,0.0,0.34,0.495,149.906,4,249240,Rap
14687,0.8959999999999999,0.614,0,-6.317,1,0.389,0.115,0.0,0.111,0.421,129.969,4,162507,Rap
15511,0.703,0.6,5,-7.751,1,0.354,0.605,0.0,0.087,0.522,160.128,4,77500,Rap
14336,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.13299999999998,4,229670,Rap
15116,0.7659999999999999,0.684,11,-6.013999999999999,0,0.217,0.0912,0.0,0.0636,0.452,90.057,4,234707,Rap
14396,0.794,0.632,0,-6.162999999999999,1,0.0649,0.142,0.0,0.128,0.355,145.92600000000002,4,291893,Rap
14702,0.589,0.649,7,-5.593999999999999,1,0.52,0.0556,0.0,0.0884,0.253,162.214,4,176384,Rap
15746,0.879,0.591,1,-6.194,1,0.149,0.431,0.118,0.123,0.0748,134.99,4,142222,Rap
14262,0.55,0.422,5,-11.796,0,0.409,0.109,0.0,0.172,0.8490000000000001,139.892,4,178335,Rap
14307,0.706,0.485,8,-9.671,1,0.331,0.337,0.0,0.122,0.144,115.414,4,205093,Rap
14322,0.794,0.637,11,-6.372999999999999,1,0.267,0.11,0.0,0.185,0.503,158.09799999999998,4,158987,Rap
15341,0.679,0.754,8,-6.965,1,0.186,0.3229999999999999,0.0,0.126,0.905,86.993,4,203493,Rap
14835,0.897,0.7709999999999999,0,-5.446000000000001,1,0.26,0.0387,0.0,0.0694,0.951,142.05100000000002,3,162323,Rap
15314,0.516,0.738,11,-7.209,1,0.414,0.28,0.0,0.621,0.599,175.42700000000002,4,288200,Rap
14841,0.605,0.775,6,-6.055,0,0.0807,0.0961,0.0,0.29,0.516,146.055,4,215825,Rap
14707,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.5489999999999999,130.028,4,192540,Rap
15582,0.654,0.78,2,-8.76,0,0.52,0.2339999999999999,0.0,0.128,0.309,140.1,4,174067,Rap
15483,0.856,0.652,1,-5.324,1,0.143,0.177,0.0,0.193,0.471,97.017,4,219307,Rap
14450,0.884,0.505,1,-8.322000000000001,1,0.265,0.0257,0.0,0.307,0.5820000000000001,148.042,4,168627,Rap
15490,0.784,0.4479999999999999,7,-7.672000000000001,1,0.37,0.166,0.0,0.136,0.531,127.874,4,212376,Rap
14503,0.655,0.773,9,-4.4110000000000005,0,0.226,0.145,0.0,0.44,0.6629999999999999,155.942,4,160724,Rap
14320,0.654,0.763,5,-5.486000000000001,0,0.0638,0.111,1.85e-05,0.066,0.457,160.929,4,180539,Rap
14514,0.593,0.632,6,-5.381,0,0.541,0.0133,0.0,0.64,0.0789,173.36900000000003,4,235232,Rap
16942,0.65,0.6829999999999999,1,-7.098,0,0.311,0.0887,0.0,0.252,0.33,130.07299999999998,4,203227,RnB
17015,0.7170000000000001,0.597,10,-4.465,1,0.0838,0.3829999999999999,0.0,0.14,0.44,154.096,4,134853,RnB
16004,0.718,0.7759999999999999,7,-5.207999999999999,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,4,227787,RnB
16804,0.626,0.782,1,-5.242999999999999,1,0.1169999999999999,0.204,0.0,0.34,0.68,201.922,4,149642,RnB
16587,0.506,0.412,7,-5.64,1,0.1369999999999999,0.667,0.0,0.0983,0.195,173.115,3,192827,RnB
17804,0.816,0.775,11,-3.323,1,0.2339999999999999,0.16,0.00031,0.0543,0.527,186.862,4,270587,RnB
16922,0.8190000000000001,0.312,0,-7.042999999999999,1,0.109,0.4589999999999999,0.0,0.0569,0.128,128.993,4,227013,RnB
16489,0.524,0.496,1,-10.574000000000002,1,0.0809,0.181,0.0,0.0973,0.473,193.404,4,120059,RnB
17797,0.693,0.5329999999999999,2,-10.954,0,0.0402,0.107,0.0,0.0695,0.568,127.661,4,291907,RnB
16919,0.514,0.278,2,-10.861,1,0.0517,0.64,0.00268,0.108,0.185,212.88,4,214622,RnB
17510,0.947,0.695,8,-8.892000000000001,1,0.0788,0.00407,0.0,0.0938,0.823,117.016,4,246347,RnB
17332,0.755,0.47,1,-8.72,1,0.139,0.0153,0.0,0.118,0.0604,152.112,4,184960,RnB
16431,0.541,0.363,9,-8.682,1,0.0376,0.38,0.0,0.123,0.27,179.697,3,210000,RnB
17911,0.7,0.43,1,-8.437000000000001,0,0.0399,0.787,0.0004759999999999,0.129,0.103,200.016,4,220800,RnB
17930,0.537,0.5870000000000001,7,-7.486000000000001,0,0.0771,0.0275,0.0,0.0961,0.365,149.748,4,221920,RnB
16970,0.83,0.616,4,-7.382999999999999,0,0.0499,0.243,0.0,0.0477,0.386,123.965,4,218600,RnB
16466,0.637,0.73,5,-5.38,0,0.0874,0.3229999999999999,0.0,0.0981,0.732,187.734,4,218947,RnB
17425,0.843,0.546,8,-7.713999999999999,1,0.4639999999999999,0.0195,0.0,0.374,0.427,159.10399999999998,4,215533,RnB
16007,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.0069599999999999,0.2339999999999999,0.767,113.029,4,189693,RnB
17383,0.607,0.713,5,-6.206,1,0.243,0.166,0.0,0.769,0.482,134.994,4,245333,RnB
17547,0.8140000000000001,0.899,1,-5.957999999999999,1,0.0637,0.00727,0.2189999999999999,0.0979,0.545,119.011,4,242013,RnB
16508,0.723,0.397,3,-9.115,1,0.0311,0.88,9.12e-05,0.125,0.348,123.987,4,140042,RnB
16357,0.7559999999999999,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,4,246467,RnB
17663,0.623,0.852,7,-4.893,1,0.125,0.0478,0.0,0.157,0.6,143.059,4,237520,RnB
16889,0.759,0.58,8,-6.757000000000001,0,0.0986,0.373,0.0,0.381,0.635,121.968,4,242813,RnB
17943,0.8079999999999999,0.3339999999999999,0,-10.253,1,0.0444,0.755,0.0458,0.142,0.452,125.032,4,355107,RnB
17129,0.605,0.489,10,-7.234,0,0.174,0.168,2.36e-06,0.187,0.326,147.341,4,170053,RnB
17916,0.6729999999999999,0.429,2,-9.63,0,0.0382,0.0395,0.00479,0.287,0.505,175.958,4,251224,RnB
17350,0.6890000000000001,0.584,1,-5.768,0,0.119,0.3389999999999999,0.0,0.297,0.6759999999999999,156.572,4,191680,RnB
16520,0.6729999999999999,0.628,9,-5.192,1,0.0683,0.0819,0.0,0.0812,0.708,180.21400000000003,4,263013,RnB
15988,0.7170000000000001,0.792,0,-2.7030000000000003,1,0.0393,0.1989999999999999,0.0,0.423,0.513,126.975,4,222200,RnB
16984,0.561,0.604,8,-6.234,1,0.254,0.148,0.0,0.737,0.703,213.47,5,246045,RnB
17223,0.485,0.7829999999999999,11,-7.82,0,0.623,0.346,0.0,0.752,0.154,159.661,4,184599,RnB
17479,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,186.046,4,189487,RnB
15966,0.711,0.753,4,-6.461,0,0.0766,0.0279999999999999,2.9600000000000005e-05,0.152,0.588,126.051,4,234360,RnB
17701,0.5820000000000001,0.903,9,-3.55,1,0.0404,0.0182,0.0,0.297,0.7120000000000001,159.98,4,261747,RnB
16416,0.665,0.696,0,-5.763,1,0.0521,0.337,0.0,0.106,0.711,180.232,4,227387,RnB
17546,0.725,0.825,7,-5.54,1,0.355,0.3389999999999999,0.0,0.0913,0.79,197.926,4,213707,RnB
17947,0.25,0.215,8,-13.675999999999998,0,0.037,0.632,0.0717,0.401,0.0746,174.824,3,195987,RnB
16168,0.615,0.8009999999999999,6,-3.775,0,0.275,0.467,0.0,0.161,0.7140000000000001,182.208,4,222973,RnB
17195,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.1119999999999999,0.182,140.987,4,190678,RnB
16149,0.7070000000000001,0.6759999999999999,11,-6.739,0,0.22,0.0277,0.0,0.0603,0.932,184.155,4,261320,RnB
16244,0.531,0.615,5,-8.505,0,0.262,0.126,0.0,0.108,0.64,120.53,5,247693,RnB
16664,0.747,0.624,2,-5.532,1,0.0864,0.182,0.0,0.0864,0.7559999999999999,194.106,4,195074,RnB
17870,0.303,0.332,6,-16.471,0,0.032,0.00859,0.8640000000000001,0.0654,0.41,175.85,4,257867,RnB
16384,0.716,0.6679999999999999,2,-5.136,1,0.083,0.2789999999999999,0.0,0.337,0.7440000000000001,141.006,4,247431,RnB
16318,0.579,0.8140000000000001,5,-3.11,0,0.148,0.163,0.0,0.0712,0.455,196.042,4,195213,RnB
17088,0.379,0.249,11,-9.53,1,0.0761,0.84,0.0,0.107,0.264,166.516,4,223933,RnB
16631,0.698,0.4539999999999999,1,-6.756,0,0.151,0.123,0.0,0.155,0.1369999999999999,185.864,4,260640,RnB
16504,0.708,0.426,0,-5.847,1,0.0446,0.1169999999999999,0.0,0.201,0.472,123.316,4,229600,RnB
16525,0.6859999999999999,0.347,1,-14.720999999999998,0,0.0535,0.208,0.0,0.1,0.715,140.037,4,233639,RnB
16796,0.616,0.644,4,-7.225,0,0.0886,0.00885,0.0,0.143,0.469,189.168,4,192997,RnB
17965,0.619,0.8059999999999999,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,190.0,4,253080,RnB
17623,0.482,0.6609999999999999,0,-8.646,0,0.3229999999999999,0.185,0.0,0.0804,0.246,188.002,4,219427,RnB
17355,0.7190000000000001,0.5529999999999999,10,-6.042999999999999,0,0.0694,0.0386,0.00387,0.135,0.316,193.948,4,172307,RnB
17386,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.1669999999999999,0.6709999999999999,200.03,4,214290,RnB
16057,0.6579999999999999,0.892,1,-4.989,1,0.0322,0.00146,0.0,0.613,0.21,131.122,4,223333,RnB
16681,0.517,0.58,1,-5.501,0,0.0997,0.654,0.0,0.62,0.649,171.505,4,205120,RnB
17711,0.774,0.835,4,-5.1370000000000005,0,0.0797,0.00265,3.14e-06,0.252,0.655,195.006,4,222693,RnB
17867,0.637,0.4429999999999999,6,-10.216,1,0.0325,0.904,0.00197,0.0718,0.3379999999999999,187.95,4,208253,RnB
17740,0.629,0.511,1,-8.651,1,0.0326,0.114,3.91e-06,0.0588,0.181,128.03799999999998,4,331240,RnB
17039,0.624,0.619,0,-6.999,0,0.206,0.362,1.46e-05,0.14,0.557,175.676,4,188291,RnB
17877,0.784,0.94,9,-7.327000000000001,0,0.054,0.0716,0.000171,0.133,0.979,137.003,4,140182,RnB
16722,0.7070000000000001,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,3,270847,RnB
17872,0.389,0.54,1,-7.712999999999999,0,0.0932,0.2,0.0,0.0952,0.295,171.838,4,256744,RnB
16501,0.778,0.384,11,-6.5760000000000005,0,0.0404,0.296,0.0,0.161,0.482,119.818,4,321320,RnB
16910,0.424,0.419,1,-8.503,1,0.054,0.144,0.0,0.174,0.119,173.0,4,272340,RnB
17971,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,141.912,4,192987,RnB
16555,0.684,0.455,5,-8.216000000000001,1,0.0307,0.215,1.08e-06,0.263,0.487,195.912,4,216893,RnB
16188,0.623,0.58,5,-9.464,0,0.439,0.172,0.0,0.563,0.51,171.8,4,303107,RnB
16234,0.618,0.505,8,-8.212,1,0.0549,0.0851,0.0,0.325,0.5589999999999999,150.076,4,224816,RnB
16303,0.6409999999999999,0.72,11,-4.3260000000000005,1,0.0552,0.0102,0.0,0.154,0.578,155.938,4,222027,RnB
16348,0.743,0.948,0,-4.445,0,0.0893,0.122,0.0,0.1119999999999999,0.614,130.024,4,312987,RnB
16475,0.6729999999999999,0.8190000000000001,11,-4.272,1,0.0435,0.0325,0.000113,0.138,0.491,120.016,4,278187,RnB
16170,0.754,0.785,8,-4.968999999999999,1,0.0324,0.307,4.3e-06,0.36,0.964,124.759,4,237640,RnB
17518,0.8079999999999999,0.835,1,-4.586,0,0.273,0.00344,0.0,0.174,0.639,206.764,4,207960,RnB
16037,0.6629999999999999,0.777,11,-4.954,0,0.109,0.2769999999999999,0.0,0.0466,0.758,185.36,4,270507,RnB
16304,0.687,0.6679999999999999,5,-4.061,1,0.0282,0.0253,0.0,0.7440000000000001,0.418,113.053,4,216317,RnB
17878,0.757,0.769,5,-6.291,0,0.0992,0.518,0.0,0.3339999999999999,0.774,124.129,4,213540,RnB
17959,0.7859999999999999,0.477,4,-12.54,0,0.0556,0.384,0.195,0.111,0.415,124.003,4,340665,RnB
16048,0.537,0.904,7,-5.042,1,0.157,0.0373,0.0,0.501,0.276,180.049,4,201093,RnB
16191,0.606,0.722,6,-6.749,1,0.17,0.0712,0.0,0.563,0.599,145.776,4,200359,RnB
17801,0.616,0.8690000000000001,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,4,234560,RnB
16786,0.7020000000000001,0.614,0,-4.385,1,0.0786,0.134,0.00391,0.173,0.047,155.173,4,210590,RnB
17751,0.693,0.547,1,-8.127,1,0.114,0.0111,0.0,0.0677,0.612,160.056,4,227960,RnB
17485,0.89,0.607,9,-6.916,0,0.124,0.158,0.0002279999999999,0.118,0.2239999999999999,134.02200000000002,4,233040,RnB
16916,0.7390000000000001,0.536,1,-6.501,1,0.0587,0.0036799999999999,0.0,0.0968,0.193,122.022,4,236147,RnB
17328,0.779,0.472,11,-7.1160000000000005,1,0.218,0.0577,0.0,0.114,0.412,135.05100000000002,4,142212,RnB
16298,0.8190000000000001,0.299,5,-11.964,0,0.122,0.153,0.0,0.3,0.515,121.913,4,227907,RnB
17174,0.429,0.371,2,-9.017,0,0.0327,0.546,5.71e-06,0.104,0.135,137.134,4,238242,RnB
16492,0.696,0.406,5,-8.086,1,0.173,0.598,0.0125,0.105,0.186,175.94,4,242677,RnB
16121,0.662,0.782,0,-8.068999999999999,1,0.0409999999999999,0.0592,0.0,0.13,0.7390000000000001,173.97799999999998,4,279173,RnB
16147,0.436,0.4639999999999999,5,-8.22,1,0.0502,0.225,0.0,0.29,0.496,196.084,4,216893,RnB
16415,0.7929999999999999,0.568,1,-4.958,1,0.0459,0.0478,3.570000000000001e-05,0.0304,0.8059999999999999,200.01,4,269400,RnB
17613,0.736,0.8109999999999999,9,-4.17,0,0.081,0.00132,0.0001419999999999,0.107,0.609,207.004,4,216733,RnB
17315,0.884,0.5589999999999999,0,-7.442,1,0.12,0.0236,0.0,0.1009999999999999,0.342,195.988,4,232959,RnB
17900,0.629,0.364,11,-12.259,0,0.038,0.4679999999999999,0.0198,0.0941,0.6990000000000001,166.25400000000002,4,440467,RnB
18023,0.773,0.595,9,-8.955,0,0.042,0.23,0.000489,0.1009999999999999,0.64,124.028,4,143226,RnB
16235,0.828,0.58,7,-4.395,1,0.0941,0.0255,0.0,0.103,0.407,179.946,4,235067,RnB
15993,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.7609999999999999,177.866,4,263440,RnB
18261,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,200.016,4,213107,Pop
18066,0.609,0.6679999999999999,11,-4.515,1,0.0308,0.287,0.0104,0.0974,0.212,165.95,4,228434,Pop
18075,0.688,0.76,5,-9.892,0,0.036,0.0425,0.0,0.138,0.765,190.096,4,205027,Pop
18258,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.3289999999999999,0.428,179.87599999999998,4,175200,Pop
18160,0.723,0.925,11,-4.239,0,0.0502,0.0248,0.000289,0.1009999999999999,0.7809999999999999,127.029,4,195133,Pop
18239,0.8140000000000001,0.728,4,-5.44,0,0.0583,0.0242,0.0875,0.612,0.962,109.983,4,202364,Pop
18436,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.8170000000000001,128.977,4,223480,Pop
18247,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.1119999999999999,0.684,116.044,4,221947,Pop
18491,0.8109999999999999,0.879,9,-3.724,1,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,4,188754,Pop
18113,0.555,0.715,11,-4.821000000000001,0,0.0468,0.0019199999999999,0.0,0.114,0.402,183.902,4,225147,Pop
18488,0.679,0.715,9,-6.382999999999999,1,0.0407,0.0755,0.0,0.271,0.5710000000000001,127.435,4,214148,Pop
18432,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,4,159382,Pop
18112,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.4539999999999999,163.99599999999998,4,209493,Pop
18477,0.7509999999999999,0.873,7,-4.057,1,0.0725,0.1169999999999999,1.44e-06,0.175,0.52,204.108,4,162353,Pop
18313,0.7020000000000001,0.705,0,-6.665,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,4,213445,Pop
18412,0.7809999999999999,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,4,169333,Pop
18106,0.6459999999999999,0.696,1,-5.572,0,0.342,0.0192,0.0,0.0762,0.625,185.76,4,207401,Pop
18129,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,209.984,4,216897,Pop
18193,0.575,0.33,7,-6.557,1,0.031,0.416,0.0,0.0872,0.2769999999999999,191.602,4,217213,Pop
18036,0.698,0.8440000000000001,7,-4.549,0,0.067,0.0577,1.6899999999999997e-05,0.105,0.446,126.937,4,198467,Pop
18426,0.81,0.8390000000000001,6,-5.202999999999999,1,0.0405,0.0178,9.9e-05,0.0694,0.851,120.031,4,176000,Pop
18118,0.578,0.56,8,-9.776,1,0.406,0.00627,0.0,0.108,0.272,139.97799999999998,4,155000,Pop
18314,0.535,0.8859999999999999,11,-3.1060000000000003,1,0.045,0.000304,2.26e-06,0.257,0.445,126.012,4,215160,Pop
18389,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,194.056,4,217947,Pop
18454,0.853,0.451,8,-10.236,1,0.213,0.14,0.00491,0.124,0.162,113.958,4,186479,Pop
18450,0.674,0.8809999999999999,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.2339999999999999,197.988,4,178480,Pop
18208,0.5720000000000001,0.802,5,-5.2860000000000005,0,0.0412,0.0125,0.000101,0.135,0.555,174.03,4,193103,Pop
18212,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,145.59,4,213827,Pop
18054,0.426,0.584,1,-5.292999999999999,1,0.296,0.0383,0.0,0.188,0.272,193.437,4,193213,Pop
18045,0.6940000000000001,0.602,10,-7.358,0,0.0276,0.472,0.0982,0.109,0.3289999999999999,209.99400000000003,4,164008,Pop
18462,0.725,0.321,1,-10.744000000000002,0,0.3229999999999999,0.578,0.0,0.0884,0.319,140.284,4,178640,Pop
18482,0.7240000000000001,0.647,1,-5.642,1,0.0658,0.28,0.0,0.102,0.435,106.96,4,207333,Pop
18109,0.73,0.411,8,-4.979,1,0.0385,0.0793,0.0173,0.15,0.812,176.115,4,182727,Pop
18270,0.5539999999999999,0.772,7,-4.821000000000001,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,4,223546,Pop
18322,0.8029999999999999,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,209.998,4,216575,Pop
18350,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,4,204013,Pop
18091,0.654,0.767,10,-7.346,0,0.2739999999999999,0.0376,0.0,0.276,0.792,145.07299999999998,4,225437,Pop
18126,0.6940000000000001,0.6940000000000001,6,-8.21,0,0.0328,0.0579999999999999,0.0126,0.129,0.608,121.876,4,270000,Pop
18455,0.642,0.374,4,-9.386,1,0.0545,0.7859999999999999,0.0,0.0906,0.0799,124.099,4,169266,Pop
18115,0.6679999999999999,0.725,1,-6.127000000000001,1,0.266,0.0102,0.000479,0.0561,0.7290000000000001,191.944,4,210227,Pop
18360,0.7190000000000001,0.6709999999999999,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.7859999999999999,130.02700000000002,4,237627,Pop
18484,0.6559999999999999,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,189.028,4,256733,Pop
18245,0.7390000000000001,0.7559999999999999,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,4,231387,Pop
18209,0.754,0.652,11,-4.924,0,0.0308,0.174,0.0,0.113,0.474,190.012,4,192013,Pop
18221,0.81,0.652,8,-10.595,1,0.186,0.0943,0.000502,0.105,0.607,160.114,4,218250,Pop
18108,0.7040000000000001,0.7190000000000001,6,-4.771,1,0.0769,0.107,0.0,0.103,0.311,134.88,4,227091,Pop
18184,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.5760000000000001,183.998,4,169866,Pop
18114,0.489,0.455,9,-8.996,0,0.18,0.561,0.0,0.107,0.619,132.643,1,126428,Pop
18162,0.568,0.6859999999999999,11,-4.901,0,0.0903,0.133,0.0,0.11,0.4,148.29399999999998,4,208733,Pop
18168,0.66,0.55,5,-7.251,1,0.0649,0.2289999999999999,0.0,0.0913,0.392,125.968,4,213338,Pop
18492,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4,242373,Pop
18111,0.908,0.429,11,-8.286,1,0.0799,0.305,0.0,0.1159999999999999,0.362,119.976,4,225001,Pop
18483,0.6629999999999999,0.5870000000000001,8,-7.182,1,0.0321,0.1,0.000162,0.206,0.495,165.07,4,178911,Pop
18231,0.794,0.478,8,-10.862,0,0.0959,0.267,4.25e-06,0.0947,0.484,209.938,4,208000,Pop
18167,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.4479999999999999,124.959,4,235545,Pop
18263,0.7190000000000001,0.7979999999999999,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,4,227741,Pop
18400,0.8,0.6579999999999999,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,4,195429,Pop
18069,0.652,0.5479999999999999,7,-8.046,0,0.0539,0.175,2.54e-05,0.107,0.544,185.9,4,190323,Pop
18330,0.7290000000000001,0.7709999999999999,4,-2.451,1,0.0725,0.00761,0.0,0.087,0.873,125.011,4,198053,Pop
18452,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,5,202205,Pop
18443,0.501,0.405,1,-5.678999999999999,1,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,4,182161,Pop
18176,0.792,0.625,1,-5.609,1,0.0536,0.0077599999999999,0.00188,0.3289999999999999,0.37,207.93400000000003,4,173987,Pop
18047,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,200.082,4,211475,Pop
18441,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.5479999999999999,185.954,4,197867,Pop
18051,0.8009999999999999,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,158.056,4,163253,Pop
18398,0.513,0.7959999999999999,1,-4.075,1,0.0629,0.00147,0.0002089999999999,0.0938,0.345,171.017,4,201573,Pop
18393,0.85,0.482,1,-6.684,0,0.102,0.0246,0.0,0.387,0.217,201.914,4,229867,Pop
