,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
11476,0.838,0.8029999999999999,11,-3.638,0,0.0442,0.00604,0.00321,0.324,0.622,147.972,4,137900,Trap Metal
11291,0.884,0.903,6,-3.672,0,0.2,0.2739999999999999,0.000372,0.302,0.8390000000000001,150.04399999999998,4,153652,Trap Metal
10996,0.6890000000000001,0.726,5,-8.236,1,0.3,0.342,0.0,0.128,0.635,129.934,4,93399,Trap Metal
11815,0.66,0.799,1,-4.543,1,0.396,0.0203,0.0,0.341,0.505,150.04,4,127985,Trap Metal
10522,0.888,0.759,9,-6.796,1,0.3279999999999999,0.067,7.51e-06,0.103,0.747,111.359,5,104396,Trap Metal
10836,0.7659999999999999,0.878,2,-5.19,1,0.504,0.0115,0.0,0.428,0.361,150.014,4,110518,Trap Metal
11460,0.718,0.8059999999999999,4,-6.114,0,0.1159999999999999,0.0333,1.88e-06,0.151,0.266,189.922,4,161750,Trap Metal
10588,0.28,0.6609999999999999,5,-11.386,0,0.433,0.0919,0.00407,0.273,0.152,119.918,4,164156,Trap Metal
11383,0.764,0.818,1,-5.587999999999999,0,0.19,0.0511,0.0269,0.159,0.37,175.136,3,83237,Trap Metal
10552,0.58,0.894,1,-4.917,1,0.0744,0.00033,0.00045,0.272,0.332,159.954,4,102011,Trap Metal
11480,0.722,0.356,0,-13.966,1,0.0828,0.528,0.0289999999999999,0.0938,0.0638,183.856,4,206107,Trap Metal
11334,0.88,0.551,4,-13.803,0,0.335,0.461,0.000393,0.2189999999999999,0.7,110.038,4,124369,Trap Metal
11738,0.754,0.6920000000000001,8,-2.225,0,0.0634,0.0388,0.0,0.254,0.53,154.976,4,148725,Trap Metal
11238,0.6579999999999999,0.615,1,-7.865,1,0.0729,0.0363,0.000786,0.1009999999999999,0.1169999999999999,147.937,4,120572,Trap Metal
10704,0.5770000000000001,0.6920000000000001,11,-5.96,1,0.64,0.372,0.0596,0.0989,0.0658,144.702,4,122483,Trap Metal
10879,0.7290000000000001,0.8370000000000001,1,-3.999,1,0.261,0.4579999999999999,9.61e-05,0.107,0.511,139.019,4,186475,Trap Metal
10728,0.381,0.885,0,-3.75,1,0.104,0.0264,0.0,0.113,0.252,128.097,4,173610,Trap Metal
10509,0.846,0.91,5,-5.739,1,0.246,0.205,2.39e-06,0.103,0.497,140.02100000000002,4,125022,Trap Metal
12260,0.314,0.47,5,-16.92,0,0.177,0.1969999999999999,0.8640000000000001,0.642,0.284,130.05,4,250962,Trap Metal
12198,0.937,0.659,8,-4.99,1,0.188,0.03,0.0,0.348,0.493,124.934,4,203546,Trap Metal
12171,0.606,0.879,1,-2.353,1,0.385,0.0965,0.0,0.178,0.615,129.876,4,198236,Trap Metal
10641,0.473,0.772,10,-6.332000000000001,0,0.317,0.0212,0.0,0.3989999999999999,0.303,130.32,4,307905,Trap Metal
11367,0.81,0.585,9,-7.037000000000001,0,0.288,0.248,0.0115,0.0959,0.281,139.968,4,137107,Trap Metal
11663,0.621,0.578,1,-7.968,1,0.3379999999999999,0.16,0.0,0.221,0.402,164.868,4,133875,Trap Metal
10564,0.777,0.767,2,-5.334,1,0.1159999999999999,0.271,3.09e-06,0.17,0.698,145.128,4,158897,Trap Metal
10684,0.589,0.894,11,-3.4730000000000003,0,0.046,0.0005549999999999,0.0,0.175,0.392,111.042,4,157838,Trap Metal
11441,0.838,0.626,0,-4.214,1,0.0396,0.00211,5.93e-05,0.0221,0.108,195.988,4,163514,Trap Metal
12301,0.774,0.913,1,-0.711,1,0.405,0.1889999999999999,0.0,0.0769,0.8059999999999999,131.591,4,315750,Trap Metal
11984,0.563,0.619,8,-7.795,0,0.2269999999999999,0.0364,0.0,0.6759999999999999,0.377,164.82,4,134091,Trap Metal
11439,0.898,0.467,5,-5.939,1,0.429,0.0156,0.0,0.11,0.251,159.969,4,108069,Trap Metal
10523,0.7859999999999999,0.736,10,-5.6770000000000005,0,0.254,0.171,0.0462,0.357,0.513,170.09799999999998,4,80776,Trap Metal
11536,0.8740000000000001,0.441,1,-6.872000000000001,1,0.178,0.562,0.00807,0.0869,0.401,158.06,4,157971,Trap Metal
11836,0.642,0.821,1,-5.81,1,0.16,0.00347,0.0,0.358,0.104,140.921,4,96000,Trap Metal
11131,0.973,0.446,3,-9.355,0,0.0612,0.0303,1.75e-05,0.121,0.265,115.039,4,135340,Trap Metal
11547,0.856,0.542,6,-9.044,1,0.148,0.62,2.14e-06,0.0893,0.294,120.013,4,136072,Trap Metal
11390,0.728,0.653,1,-8.584,1,0.11,0.0375,0.28,0.128,0.1889999999999999,170.053,4,130439,Trap Metal
12181,0.249,0.909,8,-1.078,1,0.0888,0.00957,3.92e-06,0.0797,0.15,115.304,4,315089,Trap Metal
12365,0.647,0.956,4,-3.579,1,0.462,0.0334,0.0,0.936,0.684,110.002,5,88790,Trap Metal
11734,0.7879999999999999,0.872,8,-3.282,1,0.0795,0.0471,0.000837,0.2019999999999999,0.331,159.91,4,126246,Trap Metal
12170,0.7040000000000001,0.919,10,-5.323,0,0.0474,0.0102,0.0173,0.0482,0.214,208.044,4,209839,Trap Metal
12384,0.83,0.958,1,-2.707,1,0.455,0.068,0.0002009999999999,0.0837,0.244,123.004,4,143125,Trap Metal
11974,0.106,0.8490000000000001,4,-3.737,0,0.121,0.000199,0.0008029999999999,0.346,0.204,121.442,3,142951,Trap Metal
12284,0.5479999999999999,0.632,5,-5.539,1,0.035,0.000144,0.0,0.371,0.0503,107.05,4,161618,Trap Metal
12005,0.619,0.95,1,-1.422,1,0.446,0.0735,0.0001629999999999,0.13,0.3389999999999999,180.845,4,128639,Trap Metal
11210,0.599,0.889,5,-4.939,1,0.0981,0.0224,0.213,0.888,0.347,159.974,4,175386,Trap Metal
10947,0.564,0.703,1,-3.317,1,0.321,0.134,0.0,0.1169999999999999,0.212,171.977,4,201885,Trap Metal
10982,0.653,0.6579999999999999,2,-8.389,1,0.3,0.249,0.0,0.4379999999999999,0.428,213.946,4,190654,Trap Metal
11405,0.7929999999999999,0.625,9,-6.726,1,0.072,0.67,4.75e-05,0.218,0.181,130.047,4,165231,Trap Metal
11507,0.8640000000000001,0.711,5,-5.527,1,0.1369999999999999,0.342,0.000539,0.387,0.262,140.058,4,214361,Trap Metal
11528,0.725,0.534,10,-6.275,0,0.0398,0.201,0.0,0.114,0.0395,120.009,3,120186,Trap Metal
11810,0.598,0.925,6,-3.173,0,0.341,0.476,0.0,0.3379999999999999,0.8140000000000001,141.401,4,101308,Trap Metal
11852,0.715,0.977,11,-5.1610000000000005,1,0.172,0.00504,2.13e-05,0.0729,0.475,130.02200000000002,4,122846,Trap Metal
11235,0.747,0.871,8,-1.482,1,0.0922,0.165,3.45e-06,0.134,0.16,125.009,4,108484,Trap Metal
12402,0.472,0.887,5,-3.466,1,0.534,0.0016,0.0,0.523,0.73,169.801,4,122835,Trap Metal
11180,0.743,0.637,5,-9.152,1,0.166,0.145,1.47e-05,0.586,0.48,119.947,4,160000,Trap Metal
12197,0.626,0.8859999999999999,4,-3.869,0,0.0298,0.0217,0.552,0.243,0.515,149.891,4,161600,Trap Metal
10707,0.721,0.899,10,-4.07,0,0.057,0.0116,2.51e-05,0.126,0.0385,142.018,4,141972,Trap Metal
11646,0.69,0.88,1,-3.525,1,0.284,0.0384,0.502,0.126,0.813,159.933,4,174250,Trap Metal
12071,0.1639999999999999,0.815,10,-3.867,1,0.0364,6.37e-05,0.807,0.542,0.0386,196.93400000000003,4,135285,Trap Metal
10664,0.613,0.7709999999999999,0,-5.678999999999999,1,0.0494,0.000178,0.0,0.555,0.508,144.905,4,202005,Trap Metal
12192,0.452,0.953,1,-1.501,1,0.5329999999999999,0.0639,0.0,0.415,0.608,152.524,4,398457,Trap Metal
10573,0.3979999999999999,0.805,0,-10.423,0,0.203,0.225,0.0343,0.102,0.303,179.856,3,145920,Trap Metal
11431,0.732,0.595,11,-8.044,0,0.3929999999999999,0.0969999999999999,3.2500000000000004e-05,0.0771,0.312,164.071,4,145610,Trap Metal
12146,0.321,0.972,2,-1.632,0,0.4639999999999999,0.037,5e-06,0.381,0.0384,114.691,4,225404,Trap Metal
10663,0.643,0.795,10,-9.873,0,0.51,0.0121,0.0,0.27,0.536,189.914,4,116000,Trap Metal
11073,0.67,0.731,0,-5.474,1,0.0509,0.0601,0.0,0.216,0.211,115.051,4,202613,Trap Metal
12185,0.534,0.852,3,-6.468999999999999,0,0.0506,0.0075299999999999,0.512,0.1169999999999999,0.564,140.075,4,156152,Trap Metal
10692,0.716,0.5720000000000001,1,-5.529,1,0.0469,0.000139,0.000152,0.312,0.0381,124.99,4,156080,Trap Metal
11217,0.757,0.706,1,-11.014,1,0.265,0.0147,0.0,0.23,0.708,180.02700000000002,4,128000,Trap Metal
12108,0.3339999999999999,0.904,3,-3.735,1,0.449,0.00884,2.58e-06,0.132,0.1169999999999999,160.012,4,147880,Trap Metal
11532,0.8059999999999999,0.7020000000000001,0,-6.643,1,0.0688,0.2739999999999999,0.138,0.3229999999999999,0.182,211.95,3,126874,Trap Metal
11189,0.634,0.76,1,-6.716,1,0.0896,0.106,0.00307,0.0809,0.225,127.433,4,150000,Trap Metal
11458,0.8740000000000001,0.6859999999999999,5,-6.02,1,0.036,0.00483,0.385,0.7070000000000001,0.348,127.914,4,165068,Trap Metal
11808,0.7879999999999999,0.72,5,-5.857,1,0.0627,0.0116,0.147,0.763,0.319,119.957,4,72516,Trap Metal
10805,0.733,0.6509999999999999,1,-6.892,1,0.0712,0.0139999999999999,2.44e-05,0.1669999999999999,0.4429999999999999,158.036,4,159008,Trap Metal
10806,0.5870000000000001,0.81,0,-5.255,1,0.246,0.0025399999999999,0.0,0.111,0.426,120.354,4,159138,Trap Metal
12349,0.716,0.7390000000000001,1,-8.148,1,0.1009999999999999,0.0145,0.8,0.115,0.0609,140.001,4,161434,Trap Metal
11363,0.58,0.867,11,-4.031000000000001,0,0.165,0.0152,0.182,0.14,0.482,159.95,4,128109,Trap Metal
11263,0.556,0.64,11,-7.504,1,0.445,0.552,0.0,0.215,0.703,176.798,5,118361,Trap Metal
11416,0.769,0.926,9,-6.799,1,0.086,0.0716,0.599,0.114,0.316,109.987,4,192052,Trap Metal
11493,0.6970000000000001,0.7909999999999999,8,-4.852,1,0.0534,0.0219,0.0021899999999999,0.597,0.563,119.931,4,137772,Trap Metal
12179,0.518,0.7040000000000001,6,-5.745,0,0.186,0.00509,2.29e-05,0.3429999999999999,0.2239999999999999,137.934,4,198458,Trap Metal
10518,0.575,0.934,0,-5.605,1,0.321,0.00509,0.0,0.0581,0.319,140.101,4,147692,Trap Metal
10649,0.644,0.64,8,-7.877000000000001,1,0.0688,0.00329,0.0,0.146,0.175,108.944,3,125048,Trap Metal
11643,0.68,0.75,0,-4.909,1,0.0421,0.0275,0.0,0.0745,0.0885,112.044,3,109348,Trap Metal
11768,0.7829999999999999,0.929,11,0.551,0,0.0893,0.2,0.00414,0.6890000000000001,0.152,118.03,4,134447,Trap Metal
11218,0.768,0.354,10,-10.49,0,0.0843,0.00648,0.0,0.144,0.0769,149.95600000000002,4,117638,Trap Metal
10482,0.664,0.923,1,-1.848,1,0.348,0.00451,0.0,0.122,0.705,170.071,4,109397,Trap Metal
14012,0.779,0.528,0,-4.513,1,0.0447,0.195,0.000251,0.281,0.643,190.014,4,176146,Emo
12891,0.503,0.8809999999999999,0,-4.502,0,0.0827,0.0261,0.0,0.482,0.597,202.076,4,187880,Emo
12612,0.353,0.7090000000000001,7,-3.455,1,0.0345,0.118,0.0,0.102,0.437,179.926,4,239227,Emo
12458,0.379,0.96,8,-3.754,1,0.13,1.3699999999999998e-05,3.65e-05,0.0646,0.551,119.991,4,220787,Emo
13346,0.52,0.119,0,-12.148,1,0.0407,0.922,0.0,0.0883,0.355,138.434,4,202496,Emo
12890,0.625,0.951,3,-5.209,1,0.0494,0.00497,0.0,0.106,0.721,128.01,4,198267,Emo
14077,0.7609999999999999,0.614,10,-4.75,1,0.127,0.00621,7.52e-05,0.0769,0.644,180.063,4,161351,Emo
13716,0.293,0.887,0,-5.199,1,0.245,0.000965,5.1e-05,0.367,0.265,187.887,4,192721,Emo
14034,0.687,0.423,4,-9.713,1,0.151,0.6459999999999999,0.0,0.11,0.283,119.874,4,231617,Emo
12927,0.512,0.866,0,-4.061,1,0.0302,0.00022,4.75e-05,0.31,0.392,142.995,4,218747,Emo
13726,0.478,0.863,1,-4.914,0,0.0387,0.0181,0.0,0.111,0.491,184.008,4,243053,Emo
13296,0.4679999999999999,0.335,9,-7.888,1,0.0405,0.86,0.0,0.11,0.239,125.881,5,164757,Emo
12847,0.409,0.7829999999999999,6,-5.083,0,0.0731,0.0004219999999999,0.000354,0.0664,0.313,145.541,4,229867,Emo
12902,0.345,0.929,3,-4.468999999999999,0,0.142,0.00015,0.00106,0.129,0.181,155.041,3,227107,Emo
12873,0.45,0.895,11,-4.739,1,0.0386,0.0293,0.0,0.1159999999999999,0.4629999999999999,155.154,4,257253,Emo
12621,0.565,0.867,2,-5.497000000000001,0,0.0333,0.0297,0.0,0.147,0.259,115.006,4,201427,Emo
12479,0.551,0.982,8,-2.61,1,0.0507,0.0134,0.0,0.387,0.5539999999999999,108.09,4,160973,Emo
12741,0.424,0.937,1,-5.354,1,0.0769,0.000884,0.0,0.113,0.156,137.861,4,245600,Emo
12976,0.3329999999999999,0.877,5,-1.894,0,0.0603,0.00332,0.00101,0.769,0.285,175.095,4,188187,Emo
12848,0.415,0.816,3,-3.831,1,0.0333,0.0299,2.09e-05,0.129,0.264,136.017,4,232267,Emo
13086,0.701,0.608,5,-6.819,1,0.0374,0.206,0.0041,0.273,0.794,126.044,4,240547,Emo
13762,0.528,0.989,3,-4.2330000000000005,1,0.256,0.0012,0.0,0.3939999999999999,0.271,109.966,4,209591,Emo
12998,0.519,0.941,6,-3.551,1,0.0502,0.0256,0.0,0.2769999999999999,0.595,180.014,4,190914,Emo
13211,0.635,0.773,0,-4.923,1,0.0604,0.0644,0.0,0.187,0.623,134.003,4,197045,Emo
13573,0.669,0.667,4,-3.0,1,0.0511,0.00769,0.0,0.0983,0.69,128.10299999999998,4,199960,Emo
13699,0.426,0.873,1,-2.68,0,0.0372,6.86e-05,0.00503,0.0742,0.408,147.045,4,194286,Emo
13680,0.431,0.877,10,-4.762,0,0.0704,0.0002,0.000252,0.152,0.262,148.298,4,311440,Emo
12862,0.519,0.512,5,-7.986000000000001,1,0.0282,0.0276,8.78e-05,0.0976,0.441,138.596,4,246973,Emo
14057,0.757,0.479,4,-8.029,0,0.092,0.168,5.56e-05,0.114,0.371,180.06,4,162083,Emo
13270,0.258,0.437,11,-6.593,0,0.039,0.1009999999999999,1.27e-06,0.106,0.0967,180.043,4,239000,Emo
13109,0.522,0.8809999999999999,7,-5.231,1,0.0847,0.00303,0.000147,0.0939,0.369,130.084,4,232200,Emo
13165,0.418,0.945,4,-5.406000000000001,1,0.118,0.0991,0.0123,0.23,0.696,181.174,4,194760,Emo
12653,0.435,0.946,8,-4.753,0,0.1,0.00122,0.0,0.215,0.603,187.088,4,191133,Emo
13186,0.541,0.968,0,-4.129,1,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,4,311813,Emo
13849,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,4,200400,Emo
12707,0.341,0.758,4,-4.402,1,0.0411,0.0757,0.0,0.181,0.142,146.83100000000002,4,251933,Emo
13978,0.386,0.937,1,-4.337,1,0.0444,0.00399,0.0,0.143,0.573,166.02700000000002,4,210653,Emo
13511,0.38,0.971,2,-3.157,1,0.106,2.82e-05,1.3699999999999998e-05,0.128,0.4529999999999999,168.18200000000002,4,203520,Emo
13926,0.4529999999999999,0.945,5,-3.555,1,0.0458,0.025,0.0,0.2789999999999999,0.565,162.968,4,204307,Emo
12648,0.3979999999999999,0.748,2,-5.917000000000001,1,0.0881,0.0971,0.0,0.0776,0.606,167.487,4,308453,Emo
13618,0.412,0.858,4,-5.587999999999999,1,0.162,0.002,0.0,0.244,0.517,175.047,4,239320,Emo
13829,0.5820000000000001,0.645,9,-6.509,1,0.0311,0.133,0.0,0.12,0.3879999999999999,135.938,4,201121,Emo
12432,0.342,0.677,5,-11.906,0,0.0568,0.0013,0.00671,0.201,0.501,188.6,4,207360,Emo
12709,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.1009999999999999,158.024,4,262533,Emo
12748,0.3979999999999999,0.952,10,-4.441,0,0.0882,7.53e-05,0.00942,0.151,0.341,167.081,4,200213,Emo
12776,0.579,0.928,0,-4.343999999999999,1,0.0411,0.000715,0.0,0.18,0.882,191.188,4,171533,Emo
12790,0.405,0.6890000000000001,10,-5.75,1,0.0365,0.0843,0.0,0.207,0.397,155.189,4,191560,Emo
13681,0.317,0.977,4,-3.446,1,0.286,0.0014,0.0,0.289,0.176,166.713,4,235173,Emo
12508,0.622,0.961,11,-3.198,0,0.154,0.0052299999999999,0.0,0.0854,0.449,114.452,4,180267,Emo
13925,0.4629999999999999,0.901,2,-4.073,1,0.087,0.00779,0.0,0.32,0.621,163.96599999999998,4,227360,Emo
12871,0.49,0.877,5,-4.37,0,0.0496,0.00437,5.05e-05,0.3,0.546,187.972,4,187853,Emo
12474,0.412,0.978,2,-3.076,1,0.123,4.75e-05,0.0,0.168,0.353,151.991,4,222093,Emo
13602,0.397,0.959,8,-5.134,1,0.0749,5.81e-05,8.09e-05,0.106,0.365,176.081,4,183693,Emo
13083,0.654,0.8170000000000001,11,-4.908,0,0.266,0.0816,0.0,0.41,0.794,127.991,4,184667,Emo
13845,0.432,0.795,10,-4.023,1,0.0321,0.00128,0.0,0.1009999999999999,0.519,172.011,4,224173,Emo
13410,0.657,0.355,7,-12.044,1,0.0714,0.6940000000000001,0.0004269999999999,0.123,0.0808,149.98,4,189000,Emo
13570,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.3879999999999999,0.363,0.6,132.059,4,212347,Emo
12829,0.514,0.971,8,-2.633,1,0.0696,0.00131,0.000548,0.281,0.482,108.008,4,188200,Emo
12841,0.449,0.682,2,-5.295,0,0.0289999999999999,0.205,0.0,0.175,0.254,139.924,4,223533,Emo
13711,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.6659999999999999,181.13,4,232453,Emo
14015,0.7609999999999999,0.449,3,-6.6770000000000005,0,0.0357,0.504,0.0,0.0797,0.5660000000000001,200.154,4,155667,Emo
13596,0.312,0.943,6,-3.3680000000000003,0,0.0554,4.75e-05,0.3779999999999999,0.237,0.504,199.981,4,168773,Emo
13578,0.705,0.865,2,-6.283,1,0.0456,0.000785,0.000611,0.425,0.81,108.021,4,195027,Emo
12438,0.5529999999999999,0.7170000000000001,7,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,4,233267,Emo
13537,0.503,0.8809999999999999,0,-4.502,0,0.0827,0.0261,0.0,0.482,0.597,202.076,4,187880,Emo
13462,0.401,0.377,10,-2.782,1,0.0364,0.906,0.0,0.0986,0.245,158.377,3,223336,Emo
12783,0.405,0.91,9,-5.234,1,0.128,0.000499,0.0,0.0739,0.6409999999999999,196.444,4,178267,Emo
13007,0.59,0.9,5,-3.44,1,0.0448,0.00156,0.0,0.406,0.792,131.984,4,160373,Emo
13965,0.46,0.91,3,-3.71,1,0.0525,0.000585,0.00155,0.0735,0.327,146.03799999999998,4,278587,Emo
12439,0.2239999999999999,0.905,5,-3.239,0,0.0722,0.0509,0.0,0.281,0.485,156.636,4,205707,Emo
12961,0.396,0.72,2,-3.854,1,0.0311,0.0008349999999999,0.0,0.24,0.289,152.125,4,217187,Emo
12944,0.507,0.933,0,-4.7,1,0.0868,7.120000000000001e-05,0.0,0.105,0.7140000000000001,149.998,4,188813,Emo
14039,0.632,0.634,3,-6.746,0,0.0575,0.0927,5.64e-05,0.226,0.341,175.926,4,179744,Emo
13010,0.487,0.9,0,-4.417,1,0.0482,6.790000000000001e-05,0.0,0.358,0.484,149.937,4,204000,Emo
13821,0.521,0.924,7,-5.066,0,0.225,0.0364,0.0,0.0371,0.696,159.909,4,171027,Emo
13352,0.437,0.575,3,-4.056,1,0.0287,0.373,0.0,0.0923,0.157,187.892,3,214933,Emo
12820,0.465,0.8959999999999999,2,-3.1260000000000003,1,0.0795,0.00725,0.0,0.206,0.569,181.014,4,182827,Emo
12915,0.359,0.955,4,-2.323,0,0.12,0.00116,0.0,0.349,0.446,170.033,4,230427,Emo
13332,0.357,0.544,2,-5.675,1,0.0357,0.336,0.0,0.0651,0.1669999999999999,167.84400000000002,4,227880,Emo
12823,0.519,0.78,2,-4.939,1,0.0356,0.00165,2.14e-05,0.156,0.166,145.125,4,239333,Emo
13345,0.32,0.574,8,-5.415,1,0.0312,0.38,0.0,0.111,0.3829999999999999,166.49599999999998,4,211853,Emo
12597,0.546,0.764,2,-7.105,1,0.1939999999999999,0.145,0.0124,0.295,0.1669999999999999,110.004,4,514600,Emo
13753,0.6729999999999999,0.594,9,-8.817,1,0.174,0.283,0.0,0.181,0.4479999999999999,139.941,4,181714,Emo
12571,0.512,0.963,3,-2.7260000000000004,1,0.0583,0.000917,0.0,0.308,0.72,135.02700000000002,4,216600,Emo
12680,0.507,0.959,1,-4.763,1,0.118,0.00104,0.0,0.147,0.436,165.136,4,182987,Emo
13133,0.594,0.939,9,-3.143,1,0.153,0.00498,0.0,0.342,0.722,192.61,4,213880,Emo
13467,0.514,0.348,1,-8.886000000000001,1,0.0276,0.315,1.5e-05,0.125,0.155,195.726,4,273907,Emo
12698,0.5710000000000001,0.505,1,-9.312,0,0.0238,0.0757,1.04e-05,0.109,0.276,199.124,4,269467,Emo
13022,0.4629999999999999,0.925,11,-5.74,1,0.0747,0.0106,0.027,0.1889999999999999,0.59,158.33700000000002,4,251867,Emo
13614,0.311,0.857,9,-4.248,1,0.0548,0.00168,0.0,0.33,0.447,154.955,4,231960,Emo
13268,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,168.528,4,210580,Emo
12441,0.484,0.405,7,-11.089,1,0.032,0.659,0.0,0.0893,0.376,148.55100000000002,4,158960,Emo
13189,0.6609999999999999,0.8740000000000001,5,-5.904,0,0.0456,0.0168,0.0,0.41,0.682,127.915,4,216667,Emo
13497,0.5670000000000001,0.267,4,-6.502000000000001,1,0.0299,0.8390000000000001,1.46e-06,0.089,0.0592,110.011,4,240133,Emo
12706,0.7070000000000001,0.789,0,-5.694,1,0.0544,0.0956,0.0,0.105,0.961,114.028,4,179974,Emo
12979,0.436,0.931,0,-5.587999999999999,1,0.0534,3.82e-06,0.0061,0.146,0.4029999999999999,185.078,4,216081,Emo
13229,0.413,0.956,4,-4.7780000000000005,0,0.0667,0.000376,0.0127,0.205,0.713,165.87599999999998,4,210173,Emo
13359,0.547,0.289,0,-8.131,1,0.0348,0.645,0.0,0.148,0.213,104.851,3,181913,Emo
13477,0.5,0.295,10,-7.894,1,0.0307,0.901,0.0,0.104,0.273,135.076,4,236907,Emo
13498,0.629,0.306,1,-11.735,1,0.0424,0.884,0.0776,0.124,0.191,153.988,1,184638,Emo
14440,0.772,0.498,8,-7.661,1,0.649,0.115,0.0,0.0898,0.351,81.817,4,216727,Rap
15377,0.916,0.537,6,-9.79,0,0.245,0.188,0.00286,0.115,0.223,123.02,4,313987,Rap
15605,0.745,0.8340000000000001,8,-3.626,1,0.127,0.304,0.0,0.4539999999999999,0.482,157.05700000000002,4,159104,Rap
15352,0.818,0.568,1,-8.327,1,0.231,0.0997,0.0,0.0831,0.2689999999999999,135.722,4,172456,Rap
14497,0.8170000000000001,0.6459999999999999,4,-5.12,0,0.249,0.0152,0.0,0.125,0.835,162.898,4,213080,Rap
14154,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532,4,165291,Rap
15281,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,4,221267,Rap
15729,0.757,0.655,6,-7.117999999999999,0,0.15,0.0759,0.0,0.0743,0.897,153.912,4,201181,Rap
15306,0.748,0.705,4,-4.547,0,0.485,0.204,0.0,0.246,0.483,189.891,4,208733,Rap
15190,0.609,0.799,9,-6.882999999999999,1,0.24,0.33,0.0,0.108,0.5820000000000001,157.74,4,215509,Rap
15719,0.73,0.551,2,-9.427,0,0.0336,0.38,2.09e-05,0.0883,0.542,94.92,4,157497,Rap
15233,0.488,0.583,3,-11.469,1,0.374,0.7559999999999999,0.0,0.1969999999999999,0.144,89.833,4,300187,Rap
15469,0.8740000000000001,0.64,10,-4.083,0,0.306,0.283,2e-06,0.1369999999999999,0.687,80.991,4,230227,Rap
14200,0.785,0.5539999999999999,0,-6.571000000000001,1,0.0409,0.283,3.4e-06,0.1159999999999999,0.144,128.047,4,150043,Rap
14993,0.687,0.5920000000000001,2,-6.377999999999999,1,0.225,0.203,0.0,0.2789999999999999,0.245,178.83,4,225266,Rap
14810,0.7190000000000001,0.6779999999999999,8,-6.399,0,0.1159999999999999,0.39,0.0,0.142,0.545,140.004,4,164672,Rap
14387,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998,4,214215,Rap
15619,0.6779999999999999,0.395,9,-8.639,0,0.12,0.411,0.0054399999999999,0.122,0.136,170.065,4,215067,Rap
15879,0.7759999999999999,0.6940000000000001,9,-7.39,0,0.0327,0.385,0.00238,0.104,0.261,99.99,4,187272,Rap
15347,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,4,211000,Rap
14198,0.879,0.4479999999999999,7,-8.57,0,0.222,0.0346,0.0,0.2239999999999999,0.278,136.985,4,198913,Rap
14866,0.406,0.494,1,-9.117,0,0.0601,0.0274,0.0,0.555,0.2,139.91,4,182560,Rap
14927,0.855,0.6759999999999999,1,-5.736000000000001,1,0.325,0.0888,0.0,0.144,0.509,133.082,4,195299,Rap
15525,0.485,0.7829999999999999,11,-7.82,0,0.623,0.346,0.0,0.752,0.154,159.661,4,184599,Rap
15809,0.585,0.925,11,-3.008,0,0.0895,0.00145,0.000233,0.214,0.474,139.987,4,198000,Rap
14769,0.825,0.405,11,-15.297,0,0.0898,0.0664,2.67e-05,0.102,0.682,140.049,4,144103,Rap
14511,0.802,0.645,2,-6.745,1,0.295,0.0135,0.0,0.103,0.5589999999999999,164.99,4,140994,Rap
15770,0.596,0.268,6,-16.19,1,0.108,0.0661,4.47e-05,0.0792,0.0975,74.834,4,104043,Rap
15870,0.778,0.518,11,-11.608,0,0.225,0.0643,0.0124,0.109,0.471,149.987,4,179252,Rap
15874,0.7879999999999999,0.47,3,-12.154000000000002,0,0.372,0.7809999999999999,0.0,0.103,0.472,135.012,4,214727,Rap
15767,0.825,0.644,1,-6.001,1,0.175,0.0311,0.0,0.086,0.79,132.019,4,161480,Rap
14671,0.7,0.627,5,-6.278,1,0.0843,0.0176,0.0,0.481,0.204,139.92,4,191163,Rap
14326,0.69,0.8809999999999999,5,-4.297,0,0.284,0.128,0.0,0.0927,0.503,169.97299999999998,4,169412,Rap
15396,0.501,0.851,10,-5.111000000000001,0,0.292,0.0295,0.0,0.0775,0.627,95.058,4,219253,Rap
15039,0.768,0.687,6,-5.454,0,0.113,0.123,0.0,0.113,0.294,140.064,4,281987,Rap
15252,0.701,0.856,11,-5.465,1,0.2189999999999999,0.239,0.0,0.106,0.563,83.98200000000001,4,559533,Rap
15927,0.374,0.568,1,-3.825,0,0.109,0.2189999999999999,0.0021899999999999,0.513,0.111,84.73299999999999,4,547733,Rap
14285,0.871,0.715,3,-7.827999999999999,0,0.147,0.196,0.0,0.14,0.3779999999999999,150.955,4,102960,Rap
