danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,track_id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,artist_id,track_name,genre
0.496,0.577,9,-5.305,1,0.0257,0.234,2.4e-06,0.109,0.381,143.014,audio_features,25rV6ArwFMht49oONoqSLQ,spotify:track:25rV6ArwFMht49oONoqSLQ,https://api.spotify.com/v1/tracks/25rV6ArwFMht49oONoqSLQ,https://api.spotify.com/v1/audio-analysis/25rV6ArwFMht49oONoqSLQ,238413,4,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,The Truth,country
0.561,0.179,10,-11.776,1,0.0373,0.864,1.61e-05,0.11,0.436,67.713,audio_features,4cA2NmoE75r4yU7oeq4QGG,spotify:track:4cA2NmoE75r4yU7oeq4QGG,https://api.spotify.com/v1/tracks/4cA2NmoE75r4yU7oeq4QGG,https://api.spotify.com/v1/audio-analysis/4cA2NmoE75r4yU7oeq4QGG,207103,3,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Leaving,country
0.652,0.654,1,-6.69,1,0.0377,0.252,0.000553,0.117,0.605,120.019,audio_features,2lFtnEmkIPm2ClN55e2chV,spotify:track:2lFtnEmkIPm2ClN55e2chV,https://api.spotify.com/v1/tracks/2lFtnEmkIPm2ClN55e2chV,https://api.spotify.com/v1/audio-analysis/2lFtnEmkIPm2ClN55e2chV,211160,4,Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,Black,country
0.764,0.587,5,-7.002,0,0.0298,0.0721,6.45e-06,0.094,0.494,89.98,audio_features,2NEBP8SXEqwZt2PRdPXXuy,spotify:track:2NEBP8SXEqwZt2PRdPXXuy,https://api.spotify.com/v1/tracks/2NEBP8SXEqwZt2PRdPXXuy,https://api.spotify.com/v1/audio-analysis/2NEBP8SXEqwZt2PRdPXXuy,229573,4,David Lee Murphy,78OAtwN3XpjMcjibnF2Kw5,Everything's Gonna Be Alright,country
0.582,0.724,5,-3.21,1,0.0319,0.0142,0.0,0.0484,0.495,76.986,audio_features,1AIlY4mVcOY34SNA4CTVbC,spotify:track:1AIlY4mVcOY34SNA4CTVbC,https://api.spotify.com/v1/tracks/1AIlY4mVcOY34SNA4CTVbC,https://api.spotify.com/v1/audio-analysis/1AIlY4mVcOY34SNA4CTVbC,182067,4,Tenille Arts,0gSAxSvAApQc71cTpoXDFu,"Back Then, Right Now",country
0.656,0.696,8,-5.917,1,0.0261,0.0134,0.0,0.0753,0.966,108.015,audio_features,63w0QA1wiV7QhF9jeiHETF,spotify:track:63w0QA1wiV7QhF9jeiHETF,https://api.spotify.com/v1/tracks/63w0QA1wiV7QhF9jeiHETF,https://api.spotify.com/v1/audio-analysis/63w0QA1wiV7QhF9jeiHETF,186627,4,Love and Theft,03a5eVjzFyQlR4XyVSwt4t,Angel Eyes,country
0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,audio_features,7h70RTLbnhDyPGXjl3iEhh,spotify:track:7h70RTLbnhDyPGXjl3iEhh,https://api.spotify.com/v1/tracks/7h70RTLbnhDyPGXjl3iEhh,https://api.spotify.com/v1/audio-analysis/7h70RTLbnhDyPGXjl3iEhh,236440,4,Lady A,32WkQRZEVKSzVAAYqukAEA,Need You Now,country
0.527,0.902,6,-5.352,1,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,audio_features,5dNGORzxFb5z3v7vSAFkTU,spotify:track:5dNGORzxFb5z3v7vSAFkTU,https://api.spotify.com/v1/tracks/5dNGORzxFb5z3v7vSAFkTU,https://api.spotify.com/v1/audio-analysis/5dNGORzxFb5z3v7vSAFkTU,191040,4,Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,Beachin',country
0.691,0.454,6,-9.13,1,0.0256,0.437,0.00227,0.0783,0.35,135.839,audio_features,1t2hJFgJyUPD2crOafMUEk,spotify:track:1t2hJFgJyUPD2crOafMUEk,https://api.spotify.com/v1/tracks/1t2hJFgJyUPD2crOafMUEk,https://api.spotify.com/v1/audio-analysis/1t2hJFgJyUPD2crOafMUEk,242840,4,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,You and Tequila (feat. Grace Potter),country
0.491,0.835,1,-4.272,1,0.0464,0.184,0.0,0.119,0.711,185.956,audio_features,51T2SPBH4YjbrFJE94NJT6,spotify:track:51T2SPBH4YjbrFJE94NJT6,https://api.spotify.com/v1/tracks/51T2SPBH4YjbrFJE94NJT6,https://api.spotify.com/v1/audio-analysis/51T2SPBH4YjbrFJE94NJT6,207173,4,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,Little Rain,country
0.624,0.903,6,-3.046,1,0.0347,0.00824,0.0,0.309,0.724,116.99,audio_features,4lSfhHd5Knwl8yQw2cVjAD,spotify:track:4lSfhHd5Knwl8yQw2cVjAD,https://api.spotify.com/v1/tracks/4lSfhHd5Knwl8yQw2cVjAD,https://api.spotify.com/v1/audio-analysis/4lSfhHd5Knwl8yQw2cVjAD,211430,4,Justin Moore,30e8DmahrEamvLbFRPdWmk,Why We Drink,country
0.6,0.56,8,-6.311,1,0.0325,0.479,0.0,0.111,0.417,139.469,audio_features,1fmi1hOBtH8xfUiWz4LVtE,spotify:track:1fmi1hOBtH8xfUiWz4LVtE,https://api.spotify.com/v1/tracks/1fmi1hOBtH8xfUiWz4LVtE,https://api.spotify.com/v1/audio-analysis/1fmi1hOBtH8xfUiWz4LVtE,201493,4,Craig Morgan,6ktyNEnEukKzskQEiXgCFD,That's What I Love About Sunday,country
0.698,0.796,0,-5.542,1,0.0335,0.0218,0.0,0.165,0.299,125.981,audio_features,40OAMuxuJPssTKQ4gdU1JA,spotify:track:40OAMuxuJPssTKQ4gdU1JA,https://api.spotify.com/v1/tracks/40OAMuxuJPssTKQ4gdU1JA,https://api.spotify.com/v1/audio-analysis/40OAMuxuJPssTKQ4gdU1JA,261359,4,Nate Smith,4NYMUsIcUUsBHbV9DICa5x,Sleeve,country
0.638,0.441,2,-9.064,1,0.0347,0.0422,1.33e-05,0.107,0.473,76.078,audio_features,52ioLaTnO2J7BWY8UN2n9D,spotify:track:52ioLaTnO2J7BWY8UN2n9D,https://api.spotify.com/v1/tracks/52ioLaTnO2J7BWY8UN2n9D,https://api.spotify.com/v1/audio-analysis/52ioLaTnO2J7BWY8UN2n9D,214627,4,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,Round Here Buzz,country
0.563,0.887,1,-5.013,1,0.0857,0.0297,0.0,0.352,0.794,158.05,audio_features,0s6OWiWGuiCcm1Muzch5A8,spotify:track:0s6OWiWGuiCcm1Muzch5A8,https://api.spotify.com/v1/tracks/0s6OWiWGuiCcm1Muzch5A8,https://api.spotify.com/v1/audio-analysis/0s6OWiWGuiCcm1Muzch5A8,188933,4,Chris Janson,60gmlHZmT16wiO9GiXKYK9,Fix a Drink,country
0.671,0.724,7,-5.61,1,0.0244,0.292,0.0,0.231,0.801,99.976,audio_features,7yrJnekdlwWARt5lmVqJ6L,spotify:track:7yrJnekdlwWARt5lmVqJ6L,https://api.spotify.com/v1/tracks/7yrJnekdlwWARt5lmVqJ6L,https://api.spotify.com/v1/audio-analysis/7yrJnekdlwWARt5lmVqJ6L,188613,4,Midland,1DTZRmlVZBxx2wRQBtx6yi,Burn Out,country
0.558,0.546,6,-5.36,1,0.0261,0.234,0.0,0.227,0.4,135.918,audio_features,0IlYvLvA257FhOau31pOK8,spotify:track:0IlYvLvA257FhOau31pOK8,https://api.spotify.com/v1/tracks/0IlYvLvA257FhOau31pOK8,https://api.spotify.com/v1/audio-analysis/0IlYvLvA257FhOau31pOK8,238933,4,Cody Johnson,6zLBxLdl60ekBLpawtT63I,By Your Grace,country
0.606,0.497,1,-5.005,1,0.0278,0.361,0.0,0.106,0.18,125.059,audio_features,4iYQUKxKwOOm6X2R7ALPix,spotify:track:4iYQUKxKwOOm6X2R7ALPix,https://api.spotify.com/v1/tracks/4iYQUKxKwOOm6X2R7ALPix,https://api.spotify.com/v1/audio-analysis/4iYQUKxKwOOm6X2R7ALPix,228493,4,Billy Currington,1By9QBFnjZAoI83BZppHlt,Let Me Down Easy,country
0.557,0.814,11,-3.241,1,0.0325,0.242,0.0,0.114,0.582,143.935,audio_features,5V4Sx4VKnHwyM6CjZnfce2,spotify:track:5V4Sx4VKnHwyM6CjZnfce2,https://api.spotify.com/v1/tracks/5V4Sx4VKnHwyM6CjZnfce2,https://api.spotify.com/v1/audio-analysis/5V4Sx4VKnHwyM6CjZnfce2,185067,4,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,Not Good At Not,country
0.787,0.765,0,-6.331,1,0.0265,0.231,1.79e-05,0.323,0.964,115.979,audio_features,7kWeSMXLxUHHOkFxsS0vhP,spotify:track:7kWeSMXLxUHHOkFxsS0vhP,https://api.spotify.com/v1/tracks/7kWeSMXLxUHHOkFxsS0vhP,https://api.spotify.com/v1/audio-analysis/7kWeSMXLxUHHOkFxsS0vhP,204827,4,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,Some Beach,country
0.697,0.535,4,-6.504,1,0.068,0.247,0.0,0.569,0.594,82.959,audio_features,5NUXE8W12lWcUXgJRCjeEw,spotify:track:5NUXE8W12lWcUXgJRCjeEw,https://api.spotify.com/v1/tracks/5NUXE8W12lWcUXgJRCjeEw,https://api.spotify.com/v1/audio-analysis/5NUXE8W12lWcUXgJRCjeEw,203893,4,Keith Urban,0u2FHSq3ln94y5Q57xazwf,One Too Many,country
0.391,0.681,4,-7.231,1,0.0328,0.244,0.000108,0.586,0.255,137.567,audio_features,4TFVF1l5nU9wbfTiFXTpi4,spotify:track:4TFVF1l5nU9wbfTiFXTpi4,https://api.spotify.com/v1/tracks/4TFVF1l5nU9wbfTiFXTpi4,https://api.spotify.com/v1/audio-analysis/4TFVF1l5nU9wbfTiFXTpi4,285827,4,Ryan Bingham,31z9f9AyPawiq0qlBO1M3i,Sunrise,country
0.563,0.576,6,-6.495,1,0.0401,0.171,0.0,0.158,0.412,75.019,audio_features,5cYFwgA5dHoqR3xGnlr9ew,spotify:track:5cYFwgA5dHoqR3xGnlr9ew,https://api.spotify.com/v1/tracks/5cYFwgA5dHoqR3xGnlr9ew,https://api.spotify.com/v1/audio-analysis/5cYFwgA5dHoqR3xGnlr9ew,211605,4,Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,I Hope (feat. Charlie Puth),country
0.49,0.716,4,-6.681,1,0.0441,0.022,0.00048,0.0526,0.288,74.988,audio_features,4WnY4W5KrqglCdIus8X9Bo,spotify:track:4WnY4W5KrqglCdIus8X9Bo,https://api.spotify.com/v1/tracks/4WnY4W5KrqglCdIus8X9Bo,https://api.spotify.com/v1/audio-analysis/4WnY4W5KrqglCdIus8X9Bo,286520,4,Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,You Don't Know Her Like I Do,country
0.537,0.699,10,-6.615,1,0.0399,0.237,2.27e-05,0.114,0.814,84.905,audio_features,2HqCaO7BV010qXS5FuiTED,spotify:track:2HqCaO7BV010qXS5FuiTED,https://api.spotify.com/v1/tracks/2HqCaO7BV010qXS5FuiTED,https://api.spotify.com/v1/audio-analysis/2HqCaO7BV010qXS5FuiTED,250627,4,Josh Turner,7vCtweS8UVAXTyau2j0rDT,Long Black Train,country
0.611,0.756,7,-4.483,1,0.0288,0.0587,0.0,0.378,0.596,106.012,audio_features,20WKHeDTmtU0Zj4sNB8aoA,spotify:track:20WKHeDTmtU0Zj4sNB8aoA,https://api.spotify.com/v1/tracks/20WKHeDTmtU0Zj4sNB8aoA,https://api.spotify.com/v1/audio-analysis/20WKHeDTmtU0Zj4sNB8aoA,167376,4,Justin Moore,30e8DmahrEamvLbFRPdWmk,With A Woman You Love,country
0.58,0.813,11,-5.621,1,0.0414,0.0386,1.44e-06,0.0926,0.473,120.973,audio_features,7xMFk2Vj2hALyMdzHFopJl,spotify:track:7xMFk2Vj2hALyMdzHFopJl,https://api.spotify.com/v1/tracks/7xMFk2Vj2hALyMdzHFopJl,https://api.spotify.com/v1/audio-analysis/7xMFk2Vj2hALyMdzHFopJl,205947,4,Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,Home Sweet,country
0.651,0.483,5,-9.867,0,0.183,0.754,5.12e-06,0.135,0.387,157.765,audio_features,0HCFZGK3c1TQorbyPHcj1l,spotify:track:0HCFZGK3c1TQorbyPHcj1l,https://api.spotify.com/v1/tracks/0HCFZGK3c1TQorbyPHcj1l,https://api.spotify.com/v1/audio-analysis/0HCFZGK3c1TQorbyPHcj1l,198171,4,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,Blessed & Free,country
0.541,0.895,2,-4.884,1,0.0367,0.0163,0.0,0.571,0.657,102.078,audio_features,2F08d4KocfOdWhn7aK3gDI,spotify:track:2F08d4KocfOdWhn7aK3gDI,https://api.spotify.com/v1/tracks/2F08d4KocfOdWhn7aK3gDI,https://api.spotify.com/v1/audio-analysis/2F08d4KocfOdWhn7aK3gDI,242027,4,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,Summer Nights,country
0.57,0.395,10,-7.435,1,0.0325,0.719,0.0,0.144,0.13,153.77,audio_features,6gCrHBlDZw3UkLSjzkLlGF,spotify:track:6gCrHBlDZw3UkLSjzkLlGF,https://api.spotify.com/v1/tracks/6gCrHBlDZw3UkLSjzkLlGF,https://api.spotify.com/v1/audio-analysis/6gCrHBlDZw3UkLSjzkLlGF,173534,4,Ashley Cooke,2qwXeRk8VBAegbUnf3xdyi,Never Til Now,country
0.765,0.87,5,-5.191,1,0.0499,0.168,0.0,0.125,0.684,106.06,audio_features,3VHevS1BocAcrihLnl11DG,spotify:track:3VHevS1BocAcrihLnl11DG,https://api.spotify.com/v1/tracks/3VHevS1BocAcrihLnl11DG,https://api.spotify.com/v1/audio-analysis/3VHevS1BocAcrihLnl11DG,183960,4,Toby Keith,2bA6fzP0lMAQ4kz6CF61w8,I Wanna Talk About Me,country
0.721,0.585,1,-4.184,1,0.0276,0.0143,2.42e-06,0.0682,0.355,99.0,audio_features,5mhW03yGpDpkYHs9aZaxSE,spotify:track:5mhW03yGpDpkYHs9aZaxSE,https://api.spotify.com/v1/tracks/5mhW03yGpDpkYHs9aZaxSE,https://api.spotify.com/v1/audio-analysis/5mhW03yGpDpkYHs9aZaxSE,155653,4,Zac Brown Band,6yJCxee7QumYr820xdIsjo,Loving You Easy,country
0.582,0.846,0,-2.771,1,0.0451,0.022,0.0,0.133,0.736,92.004,audio_features,1XVqh0dC0PIl72f2mQhsVt,spotify:track:1XVqh0dC0PIl72f2mQhsVt,https://api.spotify.com/v1/tracks/1XVqh0dC0PIl72f2mQhsVt,https://api.spotify.com/v1/audio-analysis/1XVqh0dC0PIl72f2mQhsVt,165587,4,Chris Janson,60gmlHZmT16wiO9GiXKYK9,Good Vibes,country
0.729,0.685,7,-7.547,1,0.03,0.358,0.0102,0.111,0.56,122.284,audio_features,3olGkpomYOWwRZsbFTZqiX,spotify:track:3olGkpomYOWwRZsbFTZqiX,https://api.spotify.com/v1/tracks/3olGkpomYOWwRZsbFTZqiX,https://api.spotify.com/v1/audio-analysis/3olGkpomYOWwRZsbFTZqiX,231720,4,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,Devil Always Made Me Think Twice,country
0.657,0.577,2,-8.586,0,0.0341,0.393,0.0291,0.105,0.434,135.558,audio_features,7dUdMZqfGSIt0ZkmTOgRLA,spotify:track:7dUdMZqfGSIt0ZkmTOgRLA,https://api.spotify.com/v1/tracks/7dUdMZqfGSIt0ZkmTOgRLA,https://api.spotify.com/v1/audio-analysis/7dUdMZqfGSIt0ZkmTOgRLA,191480,4,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,I Was Wrong,country
0.517,0.813,1,-6.325,1,0.0558,0.0153,0.0,0.106,0.444,83.005,audio_features,54K7AZoGpQklpygKrxZlKN,spotify:track:54K7AZoGpQklpygKrxZlKN,https://api.spotify.com/v1/tracks/54K7AZoGpQklpygKrxZlKN,https://api.spotify.com/v1/audio-analysis/54K7AZoGpQklpygKrxZlKN,222147,4,Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,Living,country
0.847,0.699,0,-8.286,1,0.0733,0.525,0.0,0.267,0.874,120.002,audio_features,5jZF1nvKORdaHNjNNMRbFl,spotify:track:5jZF1nvKORdaHNjNNMRbFl,https://api.spotify.com/v1/tracks/5jZF1nvKORdaHNjNNMRbFl,https://api.spotify.com/v1/audio-analysis/5jZF1nvKORdaHNjNNMRbFl,196667,4,Walker Hayes,7sKxqpSqbIzphAKAhrqvlf,You Broke Up with Me,country
0.549,0.869,8,-4.817,1,0.0546,0.0139,0.0,0.334,0.502,114.0,audio_features,6ywiHcxaHBR39gRhud37XK,spotify:track:6ywiHcxaHBR39gRhud37XK,https://api.spotify.com/v1/tracks/6ywiHcxaHBR39gRhud37XK,https://api.spotify.com/v1/audio-analysis/6ywiHcxaHBR39gRhud37XK,206038,4,Parker McCollum,0Z8XVUAOBPM4x12wKnFHEQ,Young Man's Blues,country
0.594,0.484,6,-7.093,1,0.0299,0.286,0.0,0.0878,0.281,168.006,audio_features,106WZMD4t61E3WIBPtXTDK,spotify:track:106WZMD4t61E3WIBPtXTDK,https://api.spotify.com/v1/tracks/106WZMD4t61E3WIBPtXTDK,https://api.spotify.com/v1/audio-analysis/106WZMD4t61E3WIBPtXTDK,202178,4,Drew Green,7xZTozOYTK6YKaxcQxeBdP,Good Ol' Man,country
0.565,0.855,5,-4.189,1,0.0557,0.0445,0.0,0.32,0.852,74.98,audio_features,4H0vNUFcHPz5lytcLjwqkr,spotify:track:4H0vNUFcHPz5lytcLjwqkr,https://api.spotify.com/v1/tracks/4H0vNUFcHPz5lytcLjwqkr,https://api.spotify.com/v1/audio-analysis/4H0vNUFcHPz5lytcLjwqkr,208893,4,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,Rich,country
0.564,0.822,10,-3.685,1,0.0329,0.0165,2.71e-06,0.377,0.695,149.988,audio_features,77Q8V48a8jGsghvaVNWMaP,spotify:track:77Q8V48a8jGsghvaVNWMaP,https://api.spotify.com/v1/tracks/77Q8V48a8jGsghvaVNWMaP,https://api.spotify.com/v1/audio-analysis/77Q8V48a8jGsghvaVNWMaP,261642,4,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,Sleep When We're Dead,country
0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,audio_features,3PY88239tYBnAv5LQoU2oY,spotify:track:3PY88239tYBnAv5LQoU2oY,https://api.spotify.com/v1/tracks/3PY88239tYBnAv5LQoU2oY,https://api.spotify.com/v1/audio-analysis/3PY88239tYBnAv5LQoU2oY,273587,4,Keith Urban,0u2FHSq3ln94y5Q57xazwf,Long Hot Summer,country
0.583,0.867,11,-4.17,1,0.0637,0.143,0.0,0.0863,0.962,160.096,audio_features,4QpWhd7l2NrmGmfw4qGlpa,spotify:track:4QpWhd7l2NrmGmfw4qGlpa,https://api.spotify.com/v1/tracks/4QpWhd7l2NrmGmfw4qGlpa,https://api.spotify.com/v1/audio-analysis/4QpWhd7l2NrmGmfw4qGlpa,164678,4,Carly Pearce,4sIl4BTo9l9KqEi0Y3RE72,Next Girl,country
0.689,0.582,5,-6.778,1,0.0236,0.119,0.00464,0.101,0.883,99.021,audio_features,1kBx9VGumfuvlfqdlAGorE,spotify:track:1kBx9VGumfuvlfqdlAGorE,https://api.spotify.com/v1/tracks/1kBx9VGumfuvlfqdlAGorE,https://api.spotify.com/v1/audio-analysis/1kBx9VGumfuvlfqdlAGorE,175280,4,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,Hell Of A View,country
0.608,0.825,2,-6.303,1,0.0419,0.024,0.00656,0.346,0.454,115.049,audio_features,32jHB7W9b08OTorAqR0cJo,spotify:track:32jHB7W9b08OTorAqR0cJo,https://api.spotify.com/v1/tracks/32jHB7W9b08OTorAqR0cJo,https://api.spotify.com/v1/audio-analysis/32jHB7W9b08OTorAqR0cJo,335333,4,Toby Keith,2bA6fzP0lMAQ4kz6CF61w8,I Love This Bar,country
0.359,0.518,2,-3.537,1,0.0302,0.665,0.0,0.106,0.135,76.572,audio_features,3lec3CzDPAxsZokPph5w87,spotify:track:3lec3CzDPAxsZokPph5w87,https://api.spotify.com/v1/tracks/3lec3CzDPAxsZokPph5w87,https://api.spotify.com/v1/audio-analysis/3lec3CzDPAxsZokPph5w87,226493,4,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,"Jesus, Take the Wheel",country
0.587,0.479,7,-5.246,1,0.0317,0.624,3.03e-06,0.097,0.468,75.226,audio_features,7DyMTd5uNSi6ioB6z5BGtG,spotify:track:7DyMTd5uNSi6ioB6z5BGtG,https://api.spotify.com/v1/tracks/7DyMTd5uNSi6ioB6z5BGtG,https://api.spotify.com/v1/audio-analysis/7DyMTd5uNSi6ioB6z5BGtG,206416,4,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Birmingham,country
0.456,0.874,10,-4.129,0,0.114,0.0595,1.12e-05,0.111,0.5,200.179,audio_features,5qRRiqndqXaq2QBudIrkYU,spotify:track:5qRRiqndqXaq2QBudIrkYU,https://api.spotify.com/v1/tracks/5qRRiqndqXaq2QBudIrkYU,https://api.spotify.com/v1/audio-analysis/5qRRiqndqXaq2QBudIrkYU,204093,4,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,Dirty Laundry,country
0.485,0.834,9,-5.413,1,0.0715,0.0665,0.0,0.28,0.659,90.933,audio_features,58spuRyMUsjKHQHEGwLC99,spotify:track:58spuRyMUsjKHQHEGwLC99,https://api.spotify.com/v1/tracks/58spuRyMUsjKHQHEGwLC99,https://api.spotify.com/v1/audio-analysis/58spuRyMUsjKHQHEGwLC99,211767,4,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,80s Mercedes,country
0.519,0.872,2,-3.212,1,0.0616,0.0793,0.0,0.111,0.74,179.965,audio_features,0AYbVoeF03NYhM0fvKjAuU,spotify:track:0AYbVoeF03NYhM0fvKjAuU,https://api.spotify.com/v1/tracks/0AYbVoeF03NYhM0fvKjAuU,https://api.spotify.com/v1/audio-analysis/0AYbVoeF03NYhM0fvKjAuU,172280,4,Jimmie Allen,147nKr9upHZSSxqCzh9j7c,Make Me Want To,country
0.505,0.63,7,-5.758,1,0.0274,0.572,0.0,0.121,0.247,85.036,audio_features,2NK6dtSujGIyilnEgbw8MX,spotify:track:2NK6dtSujGIyilnEgbw8MX,https://api.spotify.com/v1/tracks/2NK6dtSujGIyilnEgbw8MX,https://api.spotify.com/v1/audio-analysis/2NK6dtSujGIyilnEgbw8MX,229747,4,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,Outlaw (feat. Ben Burgess),country
0.676,0.1,5,-13.527,1,0.0519,0.882,5.47e-06,0.142,0.411,77.99,audio_features,6N7FFwu2DQer3wB7rEmm6u,spotify:track:6N7FFwu2DQer3wB7rEmm6u,https://api.spotify.com/v1/tracks/6N7FFwu2DQer3wB7rEmm6u,https://api.spotify.com/v1/audio-analysis/6N7FFwu2DQer3wB7rEmm6u,184500,4,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,From a Lover's Point of View,country
0.424,0.837,7,-4.453,1,0.0472,0.0373,0.0,0.0665,0.554,180.175,audio_features,3Mnr3yyQk1aUPYgbpOQE31,spotify:track:3Mnr3yyQk1aUPYgbpOQE31,https://api.spotify.com/v1/tracks/3Mnr3yyQk1aUPYgbpOQE31,https://api.spotify.com/v1/audio-analysis/3Mnr3yyQk1aUPYgbpOQE31,187000,4,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,Make It Sweet,country
0.586,0.185,5,-13.287,1,0.033,0.775,3.19e-05,0.115,0.282,81.127,audio_features,1lGtn2Y4XarLIKdgoAeUdU,spotify:track:1lGtn2Y4XarLIKdgoAeUdU,https://api.spotify.com/v1/tracks/1lGtn2Y4XarLIKdgoAeUdU,https://api.spotify.com/v1/audio-analysis/1lGtn2Y4XarLIKdgoAeUdU,203360,4,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Don't Give up on Me,country
0.534,0.666,9,-9.471,1,0.0335,0.0143,0.0615,0.113,0.59,87.401,audio_features,4WRRCuJYRq7gUKiupxVH9W,spotify:track:4WRRCuJYRq7gUKiupxVH9W,https://api.spotify.com/v1/tracks/4WRRCuJYRq7gUKiupxVH9W,https://api.spotify.com/v1/audio-analysis/4WRRCuJYRq7gUKiupxVH9W,244147,4,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,Nobody To Blame,country
0.543,0.723,6,-4.892,1,0.0499,0.165,0.0,0.11,0.428,143.028,audio_features,5wTt43UbS3HmDvzAJ7Yax3,spotify:track:5wTt43UbS3HmDvzAJ7Yax3,https://api.spotify.com/v1/tracks/5wTt43UbS3HmDvzAJ7Yax3,https://api.spotify.com/v1/audio-analysis/5wTt43UbS3HmDvzAJ7Yax3,177027,4,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,Always Gonna Love You,country
0.569,0.807,0,-4.584,1,0.0464,0.0876,0.0,0.164,0.883,76.011,audio_features,52lGuLAkIVbm4LZkSf9nj0,spotify:track:52lGuLAkIVbm4LZkSf9nj0,https://api.spotify.com/v1/tracks/52lGuLAkIVbm4LZkSf9nj0,https://api.spotify.com/v1/audio-analysis/52lGuLAkIVbm4LZkSf9nj0,181933,4,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,Kinfolks,country
0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023,audio_features,5OUSPcqhYTOzpbXzoEvKim,spotify:track:5OUSPcqhYTOzpbXzoEvKim,https://api.spotify.com/v1/tracks/5OUSPcqhYTOzpbXzoEvKim,https://api.spotify.com/v1/audio-analysis/5OUSPcqhYTOzpbXzoEvKim,184040,4,Keith Urban,0u2FHSq3ln94y5Q57xazwf,The Fighter,country
0.615,0.41,11,-12.057,1,0.0313,0.735,4.52e-05,0.103,0.274,128.855,audio_features,4rdE7Rtddm0BXwj6RBFSxL,spotify:track:4rdE7Rtddm0BXwj6RBFSxL,https://api.spotify.com/v1/tracks/4rdE7Rtddm0BXwj6RBFSxL,https://api.spotify.com/v1/audio-analysis/4rdE7Rtddm0BXwj6RBFSxL,300453,4,Ryan Bingham,31z9f9AyPawiq0qlBO1M3i,Hallelujah,country
0.57,0.684,6,-7.054,1,0.0465,0.136,0.0,0.205,0.531,89.012,audio_features,4f3fb3alVLFc8Ga4ncpg7x,spotify:track:4f3fb3alVLFc8Ga4ncpg7x,https://api.spotify.com/v1/tracks/4f3fb3alVLFc8Ga4ncpg7x,https://api.spotify.com/v1/audio-analysis/4f3fb3alVLFc8Ga4ncpg7x,213183,4,Morgan Evans,6fzQ81ouajOEFqCIB9VwrS,Kiss Somebody,country
0.633,0.858,11,-3.509,0,0.0356,0.278,0.0,0.315,0.541,119.998,audio_features,51FVpJr3WL7vvdfCa7j2jr,spotify:track:51FVpJr3WL7vvdfCa7j2jr,https://api.spotify.com/v1/tracks/51FVpJr3WL7vvdfCa7j2jr,https://api.spotify.com/v1/audio-analysis/51FVpJr3WL7vvdfCa7j2jr,220160,4,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,Momma’s House,country
0.68,0.849,1,-6.475,0,0.0376,0.0862,0.00013,0.174,0.536,111.969,audio_features,3pkzJjJXfdDjhpXx639MIH,spotify:track:3pkzJjJXfdDjhpXx639MIH,https://api.spotify.com/v1/tracks/3pkzJjJXfdDjhpXx639MIH,https://api.spotify.com/v1/audio-analysis/3pkzJjJXfdDjhpXx639MIH,243520,4,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,Somewhere With You,country
