danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,track_id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,artist_id,track_name,genre
0.37,0.177,9,-26.643,0,0.0372,0.992,0.897,0.124,0.9,128.797,audio_features,0eIdPMypJIwrtN4lPxgHMI,spotify:track:0eIdPMypJIwrtN4lPxgHMI,https://api.spotify.com/v1/tracks/0eIdPMypJIwrtN4lPxgHMI,https://api.spotify.com/v1/audio-analysis/0eIdPMypJIwrtN4lPxgHMI,62707,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Prelude and Fugue in A Minor (WTK, Book I, No. 20), BWV 865: I. Prelude",classical
0.441,0.237,7,-19.674,1,0.0311,0.988,0.932,0.217,0.939,96.198,audio_features,1Y5LwSV3xq75E6Wwx6AjQp,spotify:track:1Y5LwSV3xq75E6Wwx6AjQp,https://api.spotify.com/v1/tracks/1Y5LwSV3xq75E6Wwx6AjQp,https://api.spotify.com/v1/audio-analysis/1Y5LwSV3xq75E6Wwx6AjQp,50667,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Prelude in G major BWV 860",classical
0.523,0.143,7,-21.924,1,0.0377,0.994,0.932,0.12,0.884,88.473,audio_features,0RxNyoTJpHWWZMi15NbKMD,spotify:track:0RxNyoTJpHWWZMi15NbKMD,https://api.spotify.com/v1/tracks/0RxNyoTJpHWWZMi15NbKMD,https://api.spotify.com/v1/audio-analysis/0RxNyoTJpHWWZMi15NbKMD,67373,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"15 Inventions, BWV 772-786: 7. Invention In E Minor, BWV 778",classical
0.317,0.0135,0,-33.989,1,0.0382,0.996,0.921,0.116,0.717,141.544,audio_features,5VwGMcnmhtqpZwrP5Uzf3i,spotify:track:5VwGMcnmhtqpZwrP5Uzf3i,https://api.spotify.com/v1/tracks/5VwGMcnmhtqpZwrP5Uzf3i,https://api.spotify.com/v1/audio-analysis/5VwGMcnmhtqpZwrP5Uzf3i,55200,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"English Suite No. 3 in G Minor, BWV 808: VII. Gavotte II",classical
0.458,0.189,4,-14.585,1,0.0578,0.993,0.262,0.288,0.98,106.86,audio_features,6eQBBD7zEf3acwUc03JRQo,spotify:track:6eQBBD7zEf3acwUc03JRQo,https://api.spotify.com/v1/tracks/6eQBBD7zEf3acwUc03JRQo,https://api.spotify.com/v1/audio-analysis/6eQBBD7zEf3acwUc03JRQo,95000,3,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Partita For Violin Solo No. 3 In E Major, BWV 1006: 6. Gigue",classical
0.248,0.14,2,-19.794,0,0.0408,0.991,0.885,0.0894,0.0541,83.607,audio_features,4MU1fl8w8eeDk6boh3KGNG,spotify:track:4MU1fl8w8eeDk6boh3KGNG,https://api.spotify.com/v1/tracks/4MU1fl8w8eeDk6boh3KGNG,https://api.spotify.com/v1/audio-analysis/4MU1fl8w8eeDk6boh3KGNG,793027,3,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Bach, JS: Partita for Solo Violin No. 2 in D Minor, BWV 1004: V. Chaconne (Transcr. Busoni)",classical
0.585,0.21,2,-22.076,0,0.0667,0.996,0.857,0.133,0.401,89.617,audio_features,3LjmPcz23nZ6Qfa9lKhlcg,spotify:track:3LjmPcz23nZ6Qfa9lKhlcg,https://api.spotify.com/v1/tracks/3LjmPcz23nZ6Qfa9lKhlcg,https://api.spotify.com/v1/audio-analysis/3LjmPcz23nZ6Qfa9lKhlcg,71627,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"15 Sinfonias, BWV 787-801: VIII. Sinfonia in F Major, BWV 794",classical
0.193,0.199,7,-17.564,0,0.0415,0.939,0.939,0.157,0.0819,108.741,audio_features,0qpri8Sw595daj4GebGMOO,spotify:track:0qpri8Sw595daj4GebGMOO,https://api.spotify.com/v1/tracks/0qpri8Sw595daj4GebGMOO,https://api.spotify.com/v1/audio-analysis/0qpri8Sw595daj4GebGMOO,76000,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Heut' triumphieret Gottes Sohn, BWV 630",classical
0.17,0.0142,7,-37.592,1,0.0444,0.987,0.874,0.0761,0.166,125.935,audio_features,0u6rLAmo15fVnAy2kngd0M,spotify:track:0u6rLAmo15fVnAy2kngd0M,https://api.spotify.com/v1/tracks/0u6rLAmo15fVnAy2kngd0M,https://api.spotify.com/v1/audio-analysis/0u6rLAmo15fVnAy2kngd0M,67827,3,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Nun ruhen alle Wälder, BWV 756",classical
0.422,0.0575,4,-17.172,1,0.0642,0.995,0.00259,0.094,0.908,82.701,audio_features,5SPwk9Fwc2z7ux7JCnIUTa,spotify:track:5SPwk9Fwc2z7ux7JCnIUTa,https://api.spotify.com/v1/tracks/5SPwk9Fwc2z7ux7JCnIUTa,https://api.spotify.com/v1/audio-analysis/5SPwk9Fwc2z7ux7JCnIUTa,116000,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Partita for Violin Solo No. 3 in E Major, BWV 1006: 4a. Minuet I",classical
0.545,0.38,0,-16.796,1,0.0415,0.944,0.00317,0.0734,0.749,100.99,audio_features,30jzV57GEUz9o5qAwMHrX2,spotify:track:30jzV57GEUz9o5qAwMHrX2,https://api.spotify.com/v1/tracks/30jzV57GEUz9o5qAwMHrX2,https://api.spotify.com/v1/audio-analysis/30jzV57GEUz9o5qAwMHrX2,139480,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Jauchzet Gott in allen Landen Cantata, BWV 51: 5. Aria: ""Alleluja""",classical
0.286,0.0519,9,-22.79,0,0.0337,0.986,0.928,0.0893,0.359,74.868,audio_features,22oiWUwL63hQ1hg6jao2a4,spotify:track:22oiWUwL63hQ1hg6jao2a4,https://api.spotify.com/v1/tracks/22oiWUwL63hQ1hg6jao2a4,https://api.spotify.com/v1/audio-analysis/22oiWUwL63hQ1hg6jao2a4,74267,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Christ, unser Herr, zum Jordan kam, alio modo, BWV 685",classical
0.283,0.0123,7,-35.725,1,0.0386,0.995,0.89,0.104,0.546,78.054,audio_features,7D42JXliuYotTLHbCpPbH7,spotify:track:7D42JXliuYotTLHbCpPbH7,https://api.spotify.com/v1/tracks/7D42JXliuYotTLHbCpPbH7,https://api.spotify.com/v1/audio-analysis/7D42JXliuYotTLHbCpPbH7,126114,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"In dulci jubilo, BWV 729 (Arr. Kempff for Piano)",classical
0.482,0.0252,3,-35.116,1,0.0603,0.996,0.875,0.0975,0.166,74.335,audio_features,5SVQ6X7cdQKTQ2EJzXzrP6,spotify:track:5SVQ6X7cdQKTQ2EJzXzrP6,https://api.spotify.com/v1/tracks/5SVQ6X7cdQKTQ2EJzXzrP6,https://api.spotify.com/v1/audio-analysis/5SVQ6X7cdQKTQ2EJzXzrP6,138840,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",classical
0.527,0.158,6,-25.067,0,0.0451,0.996,0.911,0.0875,0.697,128.668,audio_features,4Rj9ixfhFLRPa8foeBBDIW,spotify:track:4Rj9ixfhFLRPa8foeBBDIW,https://api.spotify.com/v1/tracks/4Rj9ixfhFLRPa8foeBBDIW,https://api.spotify.com/v1/audio-analysis/4Rj9ixfhFLRPa8foeBBDIW,120587,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"The Well-Tempered Clavier: Book 2, BWV 870-893: Fugue No. 19 in A Major, BWV 888",classical
0.494,0.0295,2,-24.003,1,0.0635,0.993,0.89,0.101,0.396,91.586,audio_features,26cJ8k5wEaimGWSUzd8Z0g,spotify:track:26cJ8k5wEaimGWSUzd8Z0g,https://api.spotify.com/v1/tracks/26cJ8k5wEaimGWSUzd8Z0g,https://api.spotify.com/v1/audio-analysis/26cJ8k5wEaimGWSUzd8Z0g,287413,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Bach, JS: The Well-Tempered Clavier, Book II, Prelude and Fugue No. 5 in D Major, BWV 874: Fugue",classical
0.403,0.0638,0,-31.316,1,0.0345,0.99,0.91,0.14,0.749,85.173,audio_features,1q1sm1xVB6FvY4EQ5puQJA,spotify:track:1q1sm1xVB6FvY4EQ5puQJA,https://api.spotify.com/v1/tracks/1q1sm1xVB6FvY4EQ5puQJA,https://api.spotify.com/v1/audio-analysis/1q1sm1xVB6FvY4EQ5puQJA,77000,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Vom Himmel hoch da komm ich her, BWV 769 - Orch. Stravinsky: Var.I: In canone all'ottava",classical
0.497,0.0622,4,-20.011,0,0.0643,0.823,0.972,0.0464,0.322,129.153,audio_features,7oM4R28xeXnoF51t564SfW,spotify:track:7oM4R28xeXnoF51t564SfW,https://api.spotify.com/v1/tracks/7oM4R28xeXnoF51t564SfW,https://api.spotify.com/v1/audio-analysis/7oM4R28xeXnoF51t564SfW,147293,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Concerto No. 10 in C Minor, BWV 981 (after B Marcello Op. 1 No. 2): 3. Largo",classical
0.155,0.0177,7,-29.965,0,0.0364,0.85,0.592,0.107,0.0477,66.07,audio_features,04qV5pUPSzW0cSFVvl76KP,spotify:track:04qV5pUPSzW0cSFVvl76KP,https://api.spotify.com/v1/tracks/04qV5pUPSzW0cSFVvl76KP,https://api.spotify.com/v1/audio-analysis/04qV5pUPSzW0cSFVvl76KP,322280,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Prelude & Fugue in G Minor, BWV 535: II. Fugue",classical
0.415,0.214,5,-25.478,1,0.0418,0.992,0.9,0.12,0.966,103.561,audio_features,4N68Dc3bzJG5hMn5kT4ivZ,spotify:track:4N68Dc3bzJG5hMn5kT4ivZ,https://api.spotify.com/v1/tracks/4N68Dc3bzJG5hMn5kT4ivZ,https://api.spotify.com/v1/audio-analysis/4N68Dc3bzJG5hMn5kT4ivZ,67693,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Prelude and Fugue in F Major (WTK, Book I, No. 11), BWV 856: II. Fugue",classical
0.254,0.148,1,-22.309,1,0.0567,0.963,0.826,0.404,0.541,172.626,audio_features,54FQu0qa9gKTUGCjk8PH9e,spotify:track:54FQu0qa9gKTUGCjk8PH9e,https://api.spotify.com/v1/tracks/54FQu0qa9gKTUGCjk8PH9e,https://api.spotify.com/v1/audio-analysis/54FQu0qa9gKTUGCjk8PH9e,254893,3,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"""Kommt, eilet und laufet"" Cantata, BWV 249 - ""Oster-Oratorium"" - Version: Paul McCreesh: I. Sinfonia",classical
0.203,0.13,4,-17.733,0,0.0371,0.799,0.000205,0.18,0.105,94.858,audio_features,3ElXAvU4vvM2n1TkSv94tG,spotify:track:3ElXAvU4vvM2n1TkSv94tG,https://api.spotify.com/v1/tracks/3ElXAvU4vvM2n1TkSv94tG,https://api.spotify.com/v1/audio-analysis/3ElXAvU4vvM2n1TkSv94tG,233000,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Brandenburg Concerto No. 4 in G, BWV 1049: 2. Andante",classical
0.468,0.0944,7,-23.722,1,0.0866,0.964,0.708,0.291,0.584,88.963,audio_features,23mqcLHVTKZwJg3ngZplyd,spotify:track:23mqcLHVTKZwJg3ngZplyd,https://api.spotify.com/v1/tracks/23mqcLHVTKZwJg3ngZplyd,https://api.spotify.com/v1/audio-analysis/23mqcLHVTKZwJg3ngZplyd,130320,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Goldberg Variations, BWV 988: Var. 28 a 2 Clav.",classical
0.565,0.225,9,-20.184,1,0.0476,0.986,0.625,0.13,0.952,103.498,audio_features,4Gh3fl7D2r11lTuQ2k08nT,spotify:track:4Gh3fl7D2r11lTuQ2k08nT,https://api.spotify.com/v1/tracks/4Gh3fl7D2r11lTuQ2k08nT,https://api.spotify.com/v1/audio-analysis/4Gh3fl7D2r11lTuQ2k08nT,77000,3,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"15 Two-part Inventions, BWV 772/786: No. 12 in A, BWV 783",classical
0.4,0.266,4,-22.233,1,0.0449,0.993,0.831,0.0958,0.382,110.745,audio_features,3DjFXndNcEz7JOkGTuuSy0,spotify:track:3DjFXndNcEz7JOkGTuuSy0,https://api.spotify.com/v1/tracks/3DjFXndNcEz7JOkGTuuSy0,https://api.spotify.com/v1/audio-analysis/3DjFXndNcEz7JOkGTuuSy0,70773,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Fuga 9 a 3",classical
0.193,0.023,7,-35.478,0,0.0351,0.994,0.928,0.205,0.266,167.296,audio_features,0mWIzFFcNVv82kHvknLCDx,spotify:track:0mWIzFFcNVv82kHvknLCDx,https://api.spotify.com/v1/tracks/0mWIzFFcNVv82kHvknLCDx,https://api.spotify.com/v1/audio-analysis/0mWIzFFcNVv82kHvknLCDx,119933,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Praeludium 16",classical
0.541,0.107,6,-23.961,1,0.0409,0.994,0.932,0.0867,0.641,122.207,audio_features,3pktWbcKNsKawxNbIzIsJ4,spotify:track:3pktWbcKNsKawxNbIzIsJ4,https://api.spotify.com/v1/tracks/3pktWbcKNsKawxNbIzIsJ4,https://api.spotify.com/v1/audio-analysis/3pktWbcKNsKawxNbIzIsJ4,151326,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"The Well-Tempered Clavier: Book 1, BWV 846-869: Fugue No. 13 in F-Sharp Major, BWV 858",classical
0.335,0.169,5,-27.476,1,0.0443,0.993,0.901,0.157,0.628,147.194,audio_features,4DABM9ZebUl88Zpqk5BOFX,spotify:track:4DABM9ZebUl88Zpqk5BOFX,https://api.spotify.com/v1/tracks/4DABM9ZebUl88Zpqk5BOFX,https://api.spotify.com/v1/audio-analysis/4DABM9ZebUl88Zpqk5BOFX,61373,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"French Suite No. 1 in D minor, BWV 812: 4. Menuet I - II",classical
0.318,0.0697,11,-32.797,1,0.0711,0.995,0.881,0.0997,0.119,87.325,audio_features,24LTSUyPrrdQsEsHXIqWkc,spotify:track:24LTSUyPrrdQsEsHXIqWkc,https://api.spotify.com/v1/tracks/24LTSUyPrrdQsEsHXIqWkc,https://api.spotify.com/v1/audio-analysis/24LTSUyPrrdQsEsHXIqWkc,79080,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Praeludium 23",classical
0.413,0.106,0,-21.051,0,0.0386,0.994,0.925,0.107,0.198,122.84,audio_features,6tm5obT8ZP0fq9qercSR7o,spotify:track:6tm5obT8ZP0fq9qercSR7o,https://api.spotify.com/v1/tracks/6tm5obT8ZP0fq9qercSR7o,https://api.spotify.com/v1/audio-analysis/6tm5obT8ZP0fq9qercSR7o,289777,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"The Well-Tempered Clavier: Book 1, BWV 846-869: Prelude No. 7 in E-Flat Major, BWV 852",classical
0.0651,0.251,7,-18.663,1,0.0353,0.861,0.892,0.107,0.242,64.61,audio_features,0mBmyooW88qMeUzr4jw2gY,spotify:track:0mBmyooW88qMeUzr4jw2gY,https://api.spotify.com/v1/tracks/0mBmyooW88qMeUzr4jw2gY,https://api.spotify.com/v1/audio-analysis/0mBmyooW88qMeUzr4jw2gY,116333,3,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Aus tiefer Not schrei ich zu dir, BWV 1099",classical
0.387,0.11,0,-16.914,0,0.0372,0.96,0.0,0.108,0.147,91.32,audio_features,7tF8TtkZgJji0DbLX48bbA,spotify:track:7tF8TtkZgJji0DbLX48bbA,https://api.spotify.com/v1/tracks/7tF8TtkZgJji0DbLX48bbA,https://api.spotify.com/v1/audio-analysis/7tF8TtkZgJji0DbLX48bbA,79667,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Wachet auf, ruft uns die Stimme, Cantata BWV 140: II. ""Er kommt, er kommt, der Bräutigam kommt!""",classical
0.612,0.343,1,-16.202,1,0.0358,0.89,0.922,0.103,0.871,111.096,audio_features,7owB8uhrfdUEPL93DjHEMs,spotify:track:7owB8uhrfdUEPL93DjHEMs,https://api.spotify.com/v1/tracks/7owB8uhrfdUEPL93DjHEMs,https://api.spotify.com/v1/audio-analysis/7owB8uhrfdUEPL93DjHEMs,72333,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Suite No. 3 in D, BWV 1068: 4. Bourrée",classical
0.426,0.256,7,-20.207,0,0.0463,0.994,0.871,0.17,0.919,88.016,audio_features,5usW4G29sfLjcF9xo2pa1F,spotify:track:5usW4G29sfLjcF9xo2pa1F,https://api.spotify.com/v1/tracks/5usW4G29sfLjcF9xo2pa1F,https://api.spotify.com/v1/audio-analysis/5usW4G29sfLjcF9xo2pa1F,94800,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"English Suite No. 3 in G Minor, BWV 808: 6. Gavotte I",classical
0.461,0.248,6,-18.8,0,0.036,0.869,0.0013,0.0584,0.467,127.369,audio_features,4wsQVIE4jcmbEOE0VcblAa,spotify:track:4wsQVIE4jcmbEOE0VcblAa,https://api.spotify.com/v1/tracks/4wsQVIE4jcmbEOE0VcblAa,https://api.spotify.com/v1/audio-analysis/4wsQVIE4jcmbEOE0VcblAa,113053,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Musical Offering, BWV 1079: 4k. Canon a 4",classical
0.383,0.201,2,-17.538,0,0.0356,0.993,0.938,0.107,0.384,95.752,audio_features,0saDmXk2AXf5Is7iwPhLh5,spotify:track:0saDmXk2AXf5Is7iwPhLh5,https://api.spotify.com/v1/tracks/0saDmXk2AXf5Is7iwPhLh5,https://api.spotify.com/v1/audio-analysis/0saDmXk2AXf5Is7iwPhLh5,132400,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Goldberg Variations, BWV 988: Var. 21 Canone alla Settima (Arranged for Harp by Catrin Finch)",classical
0.437,0.102,9,-29.318,1,0.0338,0.992,0.897,0.131,0.833,84.239,audio_features,645ugcJ3FjoqmyM46NvFlD,spotify:track:645ugcJ3FjoqmyM46NvFlD,https://api.spotify.com/v1/tracks/645ugcJ3FjoqmyM46NvFlD,https://api.spotify.com/v1/audio-analysis/645ugcJ3FjoqmyM46NvFlD,73747,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Praeludium 19",classical
0.258,0.406,4,-16.264,0,0.0373,0.99,0.886,0.126,0.586,96.277,audio_features,5ITKezdbmepawXSSMRNSxI,spotify:track:5ITKezdbmepawXSSMRNSxI,https://api.spotify.com/v1/tracks/5ITKezdbmepawXSSMRNSxI,https://api.spotify.com/v1/audio-analysis/5ITKezdbmepawXSSMRNSxI,95373,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Goldberg Variations, BWV 988: Var. 17 a 2 Clav.",classical
0.43,0.0597,4,-18.099,1,0.0455,0.991,0.284,0.0982,0.967,105.167,audio_features,01oOvLGJsmsC35jwkPOB3K,spotify:track:01oOvLGJsmsC35jwkPOB3K,https://api.spotify.com/v1/tracks/01oOvLGJsmsC35jwkPOB3K,https://api.spotify.com/v1/audio-analysis/01oOvLGJsmsC35jwkPOB3K,67000,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Partita for Violin Solo No. 3 in E, BWV 1006: 5. Bourrée",classical
0.216,0.0555,6,-23.965,0,0.0402,0.82,0.0946,0.111,0.406,82.232,audio_features,5IF1Y8txcr96ZkGuU7tjGT,spotify:track:5IF1Y8txcr96ZkGuU7tjGT,https://api.spotify.com/v1/tracks/5IF1Y8txcr96ZkGuU7tjGT,https://api.spotify.com/v1/audio-analysis/5IF1Y8txcr96ZkGuU7tjGT,44200,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Jesus Christus, unser Heiland, BWV 364",classical
0.621,0.381,5,-15.521,1,0.0483,0.932,0.922,0.235,0.914,106.771,audio_features,7yi7SQuT9FwJwn3dH5HDjE,spotify:track:7yi7SQuT9FwJwn3dH5HDjE,https://api.spotify.com/v1/tracks/7yi7SQuT9FwJwn3dH5HDjE,https://api.spotify.com/v1/audio-analysis/7yi7SQuT9FwJwn3dH5HDjE,163493,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Brandenburg Concerto No. 2 in F, BWV 1047: 3. Allegro assai",classical
0.523,0.143,7,-21.924,1,0.0377,0.994,0.932,0.12,0.884,88.473,audio_features,1ZC7p3TU1uAQJqU5TlE0rP,spotify:track:1ZC7p3TU1uAQJqU5TlE0rP,https://api.spotify.com/v1/tracks/1ZC7p3TU1uAQJqU5TlE0rP,https://api.spotify.com/v1/audio-analysis/1ZC7p3TU1uAQJqU5TlE0rP,67373,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"15 Inventions, BWV 772-786: 7. Invention In E Minor, BWV 778",classical
0.488,0.334,6,-19.371,1,0.0447,0.874,2.13e-05,0.173,0.871,117.007,audio_features,0cvqd2IA9Nj4sEHcwFoZTM,spotify:track:0cvqd2IA9Nj4sEHcwFoZTM,https://api.spotify.com/v1/tracks/0cvqd2IA9Nj4sEHcwFoZTM,https://api.spotify.com/v1/audio-analysis/0cvqd2IA9Nj4sEHcwFoZTM,79200,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Sonata in G major, BWV1021: Presto",classical
0.204,0.0545,7,-27.135,1,0.0336,0.933,0.958,0.148,0.369,66.845,audio_features,2yojX9RWpvCsOcvl9p1Vk6,spotify:track:2yojX9RWpvCsOcvl9p1Vk6,https://api.spotify.com/v1/tracks/2yojX9RWpvCsOcvl9p1Vk6,https://api.spotify.com/v1/audio-analysis/2yojX9RWpvCsOcvl9p1Vk6,120493,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Nun lasst uns den Leib begraben, BWV 1111",classical
0.257,0.144,0,-19.497,0,0.0496,0.993,0.122,0.156,0.0597,58.2,audio_features,1x8YRCoWEqM4Rn3RmzjUMD,spotify:track:1x8YRCoWEqM4Rn3RmzjUMD,https://api.spotify.com/v1/tracks/1x8YRCoWEqM4Rn3RmzjUMD,https://api.spotify.com/v1/audio-analysis/1x8YRCoWEqM4Rn3RmzjUMD,67813,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Da der Herr Christ zu Tische sass, BWV 285",classical
0.116,0.251,4,-21.725,1,0.046,0.971,0.0566,0.11,0.221,62.811,audio_features,6EHs5br964lgUpxoeInfj5,spotify:track:6EHs5br964lgUpxoeInfj5,https://api.spotify.com/v1/tracks/6EHs5br964lgUpxoeInfj5,https://api.spotify.com/v1/audio-analysis/6EHs5br964lgUpxoeInfj5,67560,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"O Lamm Gottes, unschuldig, BWV 401",classical
0.587,0.382,7,-10.89,1,0.0405,0.989,0.88,0.0865,0.692,136.396,audio_features,2qhY6AqBhzrAPuA07WrIpi,spotify:track:2qhY6AqBhzrAPuA07WrIpi,https://api.spotify.com/v1/tracks/2qhY6AqBhzrAPuA07WrIpi,https://api.spotify.com/v1/audio-analysis/2qhY6AqBhzrAPuA07WrIpi,125840,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Goldberg Variations, BWV 988: Var. 30 Quodlibet a 1 Clav.",classical
0.16,0.231,0,-14.013,0,0.0361,0.613,0.914,0.154,0.0374,71.347,audio_features,4CCCApisWUjRz4NTKl5kJW,spotify:track:4CCCApisWUjRz4NTKl5kJW,https://api.spotify.com/v1/tracks/4CCCApisWUjRz4NTKl5kJW,https://api.spotify.com/v1/audio-analysis/4CCCApisWUjRz4NTKl5kJW,307680,3,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Kyrie, Gott heiliger Geist, BWV 671",classical
0.177,0.226,2,-24.647,0,0.0408,0.942,0.911,0.0875,0.0381,68.562,audio_features,6fIDdlmEJHPZ1DQalOkHjs,spotify:track:6fIDdlmEJHPZ1DQalOkHjs,https://api.spotify.com/v1/tracks/6fIDdlmEJHPZ1DQalOkHjs,https://api.spotify.com/v1/audio-analysis/6fIDdlmEJHPZ1DQalOkHjs,98000,3,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Durch Adam's Fall ist ganz verderbt, BWV 637",classical
0.494,0.0234,7,-27.72,1,0.0474,0.972,0.319,0.154,0.497,119.125,audio_features,4EeLa3p5jqnXKu6uLombZ8,spotify:track:4EeLa3p5jqnXKu6uLombZ8,https://api.spotify.com/v1/tracks/4EeLa3p5jqnXKu6uLombZ8,https://api.spotify.com/v1/audio-analysis/4EeLa3p5jqnXKu6uLombZ8,133000,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Goldberg Variations, BWV 988: Var. 7 a 1 ovvero 2 Clav.",classical
0.207,0.105,6,-22.421,1,0.0423,0.99,0.116,0.102,0.416,80.481,audio_features,6xE2rZkJ4yQc0Fo53aqqAI,spotify:track:6xE2rZkJ4yQc0Fo53aqqAI,https://api.spotify.com/v1/tracks/6xE2rZkJ4yQc0Fo53aqqAI,https://api.spotify.com/v1/audio-analysis/6xE2rZkJ4yQc0Fo53aqqAI,52373,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Warum sollt ich mich denn grämen?, BWV 422",classical
0.364,0.326,3,-21.927,1,0.0424,0.994,0.867,0.194,0.407,103.265,audio_features,7jjgvtkD7b4Kb09ZVe9Lt2,spotify:track:7jjgvtkD7b4Kb09ZVe9Lt2,https://api.spotify.com/v1/tracks/7jjgvtkD7b4Kb09ZVe9Lt2,https://api.spotify.com/v1/audio-analysis/7jjgvtkD7b4Kb09ZVe9Lt2,98720,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Fuga 7 a 3",classical
0.366,0.271,7,-17.615,1,0.0345,0.992,0.927,0.14,0.916,99.936,audio_features,1ZKDCAwo02Tq29BlVTsWX3,spotify:track:1ZKDCAwo02Tq29BlVTsWX3,https://api.spotify.com/v1/tracks/1ZKDCAwo02Tq29BlVTsWX3,https://api.spotify.com/v1/audio-analysis/1ZKDCAwo02Tq29BlVTsWX3,123240,3,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"Goldberg Variations, BWV 988: Variatio 23 a 2 Clav. - Live at Thomaskirche Leipzig / 2020",classical
0.343,0.0794,11,-29.897,1,0.042,0.994,0.869,0.111,0.355,64.178,audio_features,4QHiIzQalgFmXhwKrgVCVO,spotify:track:4QHiIzQalgFmXhwKrgVCVO,https://api.spotify.com/v1/tracks/4QHiIzQalgFmXhwKrgVCVO,https://api.spotify.com/v1/audio-analysis/4QHiIzQalgFmXhwKrgVCVO,82053,4,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,"The Well-Tempered Clavier: Book 1, BWV 846-869: Prelude in B Major, BWV 868",classical
